dataset,RecurrentGCN,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.27238929271698,75.56962418556213
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.247094988822937,69.67513966560364
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.2507786750793457,69.22416186332703
fivenodes,DCRNN,STGCN,0.3,rand,2,16,linear,150,1.2745623588562012,69.4799234867096
fivenodes,DCRNN,STGCN,0.3,rand,2,16,cubic,150,1.2662467956542969,68.92665266990662
fivenodes,DCRNN,STGCN,0.8,rand,2,16,linear,150,1.297555446624756,68.86462593078613
fivenodes,DCRNN,STGCN,0.8,rand,2,16,cubic,150,1.1858851909637451,69.3195149898529
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2364511489868164,74.71226096153259
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2501678466796875,74.7496919631958
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,linear,150,1.2608637809753418,75.19680166244507
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,cubic,150,1.2526854276657104,75.39895677566528
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,linear,150,1.2849900722503662,75.71174168586731
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.5117385387420654,75.38092350959778
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.2500921487808228,69.07145953178406
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.2505486011505127,69.18037390708923
fivenodes,DCRNN,STGCN,0.3,rand,2,16,linear,150,1.2309174537658691,69.58010387420654
fivenodes,DCRNN,STGCN,0.3,rand,2,16,cubic,150,1.2871164083480835,69.39824724197388
fivenodes,DCRNN,STGCN,0.8,rand,2,16,linear,150,1.3222123384475708,69.5761170387268
fivenodes,DCRNN,STGCN,0.8,rand,2,16,cubic,150,1.2471805810928345,69.1421115398407
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.25043523311615,75.22443962097168
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2485473155975342,75.15946817398071
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,linear,150,1.2709836959838867,75.04362845420837
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,cubic,150,1.2415634393692017,75.82978844642639
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,linear,150,1.1866942644119265,75.70216655731201
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.7976878881454468,75.80818939208984
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.250177264213562,69.5572292804718
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.2495992183685305,69.81395936012268
fivenodes,DCRNN,STGCN,0.3,rand,2,16,linear,150,1.2320345640182495,69.47846245765686
fivenodes,DCRNN,STGCN,0.3,rand,2,16,cubic,150,1.2600423097610474,69.41365599632263
fivenodes,DCRNN,STGCN,0.8,rand,2,16,linear,150,1.3653881549835205,69.03328061103821
fivenodes,DCRNN,STGCN,0.8,rand,2,16,cubic,150,2.744801998138428,69.14117336273193
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.249497652053833,75.35151696205139
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2436566352844238,75.38110113143921
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,linear,150,1.2393594980239868,75.58039927482605
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,cubic,150,1.278966784477234,75.5649926662445
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,linear,150,1.2855159044265747,75.63114619255066
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.2574858665466309,75.54176020622253
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.249592900276184,70.23467564582825
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.2513706684112549,69.90930271148682
fivenodes,DCRNN,STGCN,0.3,rand,2,16,linear,150,1.26938796043396,69.6733512878418
fivenodes,DCRNN,STGCN,0.3,rand,2,16,cubic,150,1.2575743198394775,70.28187775611877
fivenodes,DCRNN,STGCN,0.8,rand,2,16,linear,150,1.5425148010253906,70.98791265487671
fivenodes,DCRNN,STGCN,0.8,rand,2,16,cubic,150,1.6736880540847778,105.52321672439577
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2423282861709597,128.63572025299072
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2337791919708252,129.111469745636
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,linear,150,1.2480101585388184,130.4866909980774
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,cubic,150,1.267341136932373,134.76372838020325
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,linear,150,1.322102665901184,129.60861802101135
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.4488109350204468,128.3390564918518
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.250599980354309,128.847806930542
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.2539626359939575,114.975079536438
fivenodes,DCRNN,STGCN,0.3,rand,2,16,linear,150,1.234424710273743,114.28017592430116
fivenodes,DCRNN,STGCN,0.3,rand,2,16,cubic,150,1.227855205535889,113.59976243972778
fivenodes,DCRNN,STGCN,0.8,rand,2,16,linear,150,1.3413937091827393,108.1653528213501
fivenodes,DCRNN,STGCN,0.8,rand,2,16,cubic,150,1.3690171241760254,112.62788558006288
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2424854040145874,125.16491150856018
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2489557266235352,122.74035882949828
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,linear,150,1.291252851486206,123.32513904571532
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,cubic,150,1.298801064491272,121.08134269714355
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,linear,150,1.284602165222168,127.71132445335388
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.2539957761764526,122.412823677063
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.2431397438049316,109.75590443611144
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.24994957447052,109.70227241516112
fivenodes,DCRNN,STGCN,0.3,rand,2,16,linear,150,1.2642512321472168,114.00861239433289
fivenodes,DCRNN,STGCN,0.3,rand,2,16,cubic,150,1.2462475299835205,127.24649810791016
fivenodes,DCRNN,STGCN,0.8,rand,2,16,linear,150,1.2486844062805176,118.77639508247375
fivenodes,DCRNN,STGCN,0.8,rand,2,16,cubic,150,1.2078384160995483,119.99093222618104
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2500027418136597,127.16373372077942
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2467652559280396,115.26701617240906
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,linear,150,1.2503479719161987,133.61717915534973
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,cubic,150,1.2613351345062256,123.19884252548218
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,linear,150,1.3387371301651,126.08512449264526
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.2024624347686768,131.0014293193817
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.244049906730652,109.11799335479736
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.24175763130188,105.34541177749634
fivenodes,DCRNN,STGCN,0.3,rand,2,16,linear,150,1.243475317955017,104.14818263053894
fivenodes,DCRNN,STGCN,0.3,rand,2,16,cubic,150,1.2471431493759155,111.96073842048644
fivenodes,DCRNN,STGCN,0.8,rand,2,16,linear,150,1.3135643005371094,109.74194598197936
fivenodes,DCRNN,STGCN,0.8,rand,2,16,cubic,150,1.754286527633667,116.36247253417967
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2522377967834473,125.870370388031
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2422339916229248,124.00274634361269
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,linear,150,1.2362219095230105,124.07595658302309
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,cubic,150,1.234838843345642,124.66128468513487
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,linear,150,1.2878741025924685,122.63085985183716
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.2281782627105713,115.12254524230956
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.252639889717102,113.5913724899292
fivenodes,DCRNN,STGCN,0.0,,2,16,,150,1.2466503381729126,115.75100922584534
fivenodes,DCRNN,STGCN,0.3,rand,2,16,linear,150,1.2619242668151855,109.55928111076356
fivenodes,DCRNN,STGCN,0.3,rand,2,16,cubic,150,1.2502169609069824,109.44236040115356
fivenodes,DCRNN,STGCN,0.8,rand,2,16,linear,150,1.5565037727355957,111.58788895606996
fivenodes,DCRNN,STGCN,0.8,rand,2,16,cubic,150,1.407695174217224,119.56271147727966
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2392719984054563,125.25713777542114
fivenodes,DCRNN,IT-STGCN,0.0,,2,16,,150,1.2393593788146973,80.10864782333374
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,linear,150,1.2353925704956057,75.36430978775024
fivenodes,DCRNN,IT-STGCN,0.3,rand,2,16,cubic,150,1.2587683200836182,75.3104555606842
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,linear,150,1.2501872777938845,75.40656542778015
fivenodes,DCRNN,IT-STGCN,0.8,rand,2,16,cubic,150,1.396425485610962,75.42874598503113
