,node 1,node 2,node 3,node 4,node 5
0,1.2602874085912512,1.5618818709752598,1.1272662104420856,0.9554833355709008,1.4131712046703115
1,1.340788661425119,1.699922379735346,1.2524743285598996,0.9739006202823256,1.5584504726120643
2,1.3700487987680456,1.661539408156184,1.2327272452029066,1.0016913014309163,1.659572165655793
3,1.3272396790313612,1.5589504483830952,1.168934184711619,0.950482522712328,1.600486852931291
4,1.4331602685041298,1.5006767674184065,1.1008100769649176,0.9884545143774449,1.6687154572493574
5,1.3962942681622397,1.5594981202597424,1.1289262935474322,0.9109151531765681,1.5111528985101659
6,1.4024531184778686,1.583048088810589,1.1247600791089278,0.9323745797431402,1.5309340023350448
7,1.330547758417565,1.5182051881999943,1.0804961532031059,0.9344818742520571,1.5317974226322677
8,1.270192328521478,1.5285621234136972,1.1212047676861376,0.9210814484902101,1.520787373651184
9,1.3482844839845687,1.456987211208706,1.0881654243530885,1.0350911708823114,1.6796876497954254
10,1.4936038050479463,1.274833556544694,1.1217020572316867,1.14326256916044,1.9375323733024383
11,1.2951713151997473,1.191288741397243,1.0702433247918695,1.0095392123165035,1.779536686194869
12,1.6523906556862453,1.358077763818009,1.1922999704828707,1.294710967382506,2.1707778015196504
13,1.6211916063769989,1.3583953959891852,1.186579789931831,1.2772241744356152,2.1519775985222824
14,1.4392350895482937,1.2415653076972915,1.1009272934317083,1.0884250595272162,1.8946834860189266
15,1.575162728619245,1.3222520474622401,1.1735584422205585,1.2295082209252441,2.0705165184677754
16,1.5339962086589793,1.275778676539107,1.144975287205119,1.1787411065850095,2.03441707121952
17,1.3807747868002538,1.2091843681432668,1.0809174149360374,1.0502024840136501,1.8497918544405632
18,1.4727477163307503,1.2647861698074265,1.1300739839900062,1.1218844045249894,1.9764467657827454
19,1.3663646082970287,1.2646682523892907,1.088203538993317,1.0770622022676783,1.9032242059727087
20,1.3714153063157606,1.170442599553112,1.102646336819064,1.02910108273233,1.8411799382792866
21,1.370512279367956,1.2362676344578127,1.0800963315860783,1.0374110590046026,1.823990547393895
22,1.48596790670094,1.289481736564406,1.1303382132753812,1.1588160036519257,2.0500036339512033
23,1.407323472806974,1.202224711990758,1.1053307748975736,1.0600332190804902,1.8886981780162075
24,1.5621188733852125,1.291355032081586,1.167072277618686,1.2034240671136145,2.1464619781162773
25,1.346414592318041,1.1539290907347022,1.1018468742058514,1.0027267479074689,1.8455496679628527
26,1.4433637933518129,1.228920822239769,1.137397703331637,1.0828809930062495,2.003489289766081
27,1.483837165590001,1.2344031002786708,1.1517313400390932,1.1410420046775265,2.018496855885664
28,1.302709556477107,1.1613364904128929,1.0821395461203833,0.9682943343018044,1.7749417869453066
29,1.8065009752146677,1.4276728644856929,1.2873173601508054,1.3697918155482351,2.409679620373676
30,1.4052777299034882,1.1891068577347454,1.1208809849330212,1.0455151276053574,1.9122831903926958
31,1.3361563557915321,1.1516619802192507,1.093812090377717,0.9795628586188077,1.8399043725228177
32,1.2877602059349218,1.15349834899346,1.085435625749744,0.9384770099671187,1.7557537694633338
33,1.2927041111148336,1.1254175895324987,1.0940186141786967,0.9260411619123653,1.8157422845696551
34,1.2706196848170495,1.2115370943624313,1.0445252570733445,0.8910251616356228,1.6724769229966188
35,1.199221162704284,1.1678513837726454,1.0474129586981913,0.8501445709571527,1.6386824403245608
36,1.298658295642889,1.1285976178268928,1.1208849189955699,0.9727032872566682,1.8507876980680948
37,1.3048557774740048,1.1297876037185643,1.0808104223131214,0.9308252132489543,1.7842078409020978
38,1.37489464150693,1.2178751704978135,1.1026357461299718,1.0347369512183535,1.9091129864468064
39,1.4984309208781716,1.2297163516807033,1.1551490093103933,1.1267184040077642,2.0815731251092187
40,1.3017849938412935,1.1560392855664063,1.0977881753620602,0.9486344248895975,1.8128746212714628
41,1.305652467723973,1.1389637875305236,1.1096621238286195,0.9620474450601256,1.8189318968526373
42,1.3418325547728718,1.1557494342323071,1.1125041190221279,0.9929670847811977,1.8828525666483533
43,1.2883051062900732,1.1228762922966926,1.1012354605811303,0.9296478304739887,1.7823793997143884
44,1.3102011736350359,1.1111170968565276,1.155348439490859,0.9005915588823686,1.8171728586742815
45,1.4103559068493507,1.2108968041952528,1.120179058022949,1.0352899502001291,1.9684238161450003
46,1.3754069487677565,1.1474201503459767,1.1298342259611418,1.0179883395024674,1.922516446076999
47,1.284827508563024,1.1233410383473486,1.0895920377271098,0.9010165538953998,1.7791595582012496
48,1.3533130864990492,1.168154759950088,1.1135733196667472,1.0068349785649597,1.9234209474466644
49,1.2790659703230924,1.1371378109069294,1.078015062373945,0.9217299426158564,1.7576964217000488
50,1.3254592909853606,1.1479470463910568,1.1167339509977687,0.9748711802903437,1.8595165865180592
51,1.2880211557132435,1.1253815168811196,1.1021793870238352,0.9266607508515202,1.8048786245572404
52,1.279343324277605,1.1266195227919091,1.1015947903124759,0.9313372806924064,1.8057321423168657
53,1.2334910831327348,1.1261396761524025,1.0934920406952717,0.8959440693316921,1.765149898228164
54,1.3548865499115395,1.1972293598281631,1.095856449310082,0.995088885939989,1.8841768452088978
55,1.4386965439957227,1.2154139632019707,1.1852433994203249,1.0594627567423391,2.0336853140341518
56,1.3769016644681233,1.1161345451986646,1.255531695813651,1.025899990773578,2.050335491158661
57,1.2090943300178436,1.106222211801927,1.1052891011380526,0.8393705204269909,1.6951019687626687
58,1.2237451392372038,1.1245513589698064,1.1068616943270586,0.9362326828096349,1.7839863131706393
59,1.368669039899263,1.198905764544089,1.0877173468302241,1.0007274934495554,1.864470525103394
60,1.325605992365702,1.1262177047558668,1.2073236945388597,0.9817371673138867,1.9850357398447085
61,1.1527715555756923,1.1680522703495908,1.0516413682687347,0.8161406310122139,1.5768585066922505
62,1.4958626931656387,1.1832288343041375,1.2036815905292098,1.1200271133193982,2.1146754506775483
63,1.2098057272925171,1.106546983006473,1.0609427510452172,0.7828866718586566,1.5650602913838731
64,1.3821073831511612,1.151798287084908,1.1606988402255014,1.0241867327418297,1.9744166627140542
65,1.2090649695143383,1.075664569591302,1.080856196564966,0.8230973662777253,1.6979834433629195
66,1.3811308469059536,1.1518311910063888,1.200998054442572,1.0004957640573577,2.0230507380882488
67,1.1994186608162347,1.101058823721182,1.0727096458534058,0.8507420565973248,1.6482909680125966
68,1.2974287437203316,1.1811202229530802,1.121554639638838,0.9366786215096183,1.9014226443183186
69,1.3308246009722804,1.0985031071702294,1.1551331205672877,0.9324188142397145,1.8195328005796125
70,1.2243117541909023,1.0531736067679696,1.1655821035821365,0.8431659077368383,1.772045503172584
71,1.1675748579158467,1.1365958111997445,1.043799042245635,0.7953503826735839,1.5551920680713136
72,1.3932364589860664,1.2313427093260738,1.1360361681553497,1.0104457156555922,1.9106901388472675
73,1.2719922859022263,1.1701711746295704,1.056634392940903,0.8889882096433965,1.7021585840206712
74,1.1963028047177604,1.1179231019816933,1.1144177186133117,0.8660646055063618,1.7271327878510279
75,1.426064997127275,1.1867380353098753,1.1825429655727322,1.0732875659075605,2.0513882866497064
76,1.226764570895046,1.0327334610998007,1.2317740108003588,0.8670543451720101,1.8444997304972752
77,1.2164829226730243,1.1084032729327713,1.1031030302607927,0.8500951993078485,1.7412962289533225
78,1.4043724897031005,1.268902910371519,1.0928264624085817,1.0249687528741267,1.912538706659216
79,1.3219137009987618,1.1595928124978656,1.1144140658640218,0.9535588687057542,1.8576759946295909
80,1.3007681729850258,1.1215855035596263,1.139121764421508,0.9561872377985856,1.874131642350034
81,1.2541253766620384,1.1124334364170396,1.119479339953878,0.9030578271211789,1.798853291383837
82,1.2944305218870018,1.1598749811506914,1.1303036367590544,0.9462413902787569,1.868854684933711
83,1.4228094923920847,1.1929641761932572,1.2135066024123775,1.048704994529246,2.0465996909218
84,1.268433570659719,1.1125904544979657,1.1187018572871532,0.90648681345601,1.8139471167893424
85,1.470312497566557,1.2188704843523708,1.1619762401435791,1.08834912331751,2.0902594580798195
86,1.2260358746077473,1.0860167340279803,1.1404208161079754,0.8260721018939982,1.7597442140991444
87,1.4009411672733612,1.122256012400295,1.272094548420104,1.0288344524662112,2.0927834171786204
88,1.3444710648876348,1.135349601144013,1.2000777025593081,0.9654674748022186,1.9968510295791209
89,1.2271969094058228,1.1177556752971718,1.1224870585214106,0.8945223468392365,1.7797642230918171
90,1.2477630128081176,1.0995446462245206,1.115238542171901,0.9028849235491432,1.7907440611006378
91,1.3092722393256886,1.130501084355521,1.1713488507834213,0.9632026968063411,1.9308129424449982
92,1.1857845750989875,1.1041320012878777,1.06884981429874,0.7853418987991303,1.5763044562435922
93,1.2157817197335181,1.094210108391844,1.1117098615205043,0.8303201368786765,1.7036678297536678
94,1.2511774809229412,1.1397710962122154,1.084114641839091,0.8870835326541715,1.7490060229319313
95,1.3028458428895335,1.1773036941849329,1.0696343090824099,0.9300221244878812,1.7843936865300134
96,1.2326069545749783,1.089595165253458,1.1681736925704518,0.859953763556638,1.8089745176432341
97,1.3753022005462794,1.2101417260790759,1.0850602671849419,0.9676002608145455,1.8160439201774279
98,1.3538038097147318,1.1316534103798823,1.1372530792800253,0.9395709825055822,1.8740710721891365
99,1.153472005235757,1.071354948541712,1.0973138981328792,0.8124212077096459,1.6838314973590962
