dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6510722637176514,672.0063066482544
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6138233542442322,626.8019526004791
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6370092630386353,460.8793234825134
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.611753523349762,652.6664464473724
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6872961521148682,464.55223059654236
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6159842610359192,644.3499705791473
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6462033987045288,472.0265212059021
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6040157079696655,502.3577597141266
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6763309240341187,339.18142652511597
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.5815778970718384,468.4939868450165
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.7133681774139404,349.31300592422485
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6249079704284668,486.2691807746887
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.7157366871833801,342.8576068878174
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.605270266532898,467.5532076358795
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6851118803024292,351.12518072128296
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.605762243270874,477.43352222442627
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6992685198783875,343.06852316856384
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.5948507189750671,482.77940130233765
wikimath,STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6680009961128235,352.66461515426636
wikimath,IT-STGCN,GConvLSTM,0.3,rand,8,12,linear,50,0.6165515184402466,470.5142409801483
