dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
fivenodes,STGCN,GConvLSTM,0,,2,12,,50,0.9138146042823792,123.05904698371887
fivenodes,STGCN,GConvLSTM,0,,2,12,,50,0.8552518486976624,94.2466049194336
fivenodes,STGCN,GConvLSTM,0.7,rand,2,12,linear,50,2.0602047443389893,124.62702322006226
fivenodes,STGCN,GConvLSTM,0.7,rand,2,12,nearest,50,2.218071699142456,123.87242770195007
fivenodes,STGCN,GConvLSTM,0.8,rand,2,12,linear,50,2.704752206802368,112.80698704719543
fivenodes,STGCN,GConvLSTM,0.8,rand,2,12,nearest,50,2.465747833251953,94.66182160377502
fivenodes,IT-STGCN,GConvLSTM,0,,2,12,,50,0.8580179810523987,111.96095323562622
fivenodes,IT-STGCN,GConvLSTM,0,,2,12,,50,0.9190335869789124,108.50998425483704
fivenodes,IT-STGCN,GConvLSTM,0.7,rand,2,12,linear,50,1.2444733381271362,113.29575681686401
fivenodes,IT-STGCN,GConvLSTM,0.7,rand,2,12,nearest,50,1.1500201225280762,113.46105027198792
fivenodes,IT-STGCN,GConvLSTM,0.8,rand,2,12,linear,50,1.3664605617523193,105.64642357826233
fivenodes,IT-STGCN,GConvLSTM,0.8,rand,2,12,nearest,50,1.3237046003341675,115.72378039360046
fivenodes,STGCN,GConvLSTM,0,,2,12,,50,0.8693959712982178,94.08219265937805
fivenodes,STGCN,GConvLSTM,0,,2,12,,50,0.8368348479270935,91.1523118019104
fivenodes,STGCN,GConvLSTM,0.7,rand,2,12,linear,50,2.184345006942749,95.46744871139526
fivenodes,STGCN,GConvLSTM,0.7,rand,2,12,nearest,50,2.1659398078918457,95.2387342453003
fivenodes,STGCN,GConvLSTM,0.8,rand,2,12,linear,50,2.655738353729248,94.85455465316772
fivenodes,STGCN,GConvLSTM,0.8,rand,2,12,nearest,50,2.443120002746582,94.65169858932495
fivenodes,IT-STGCN,GConvLSTM,0,,2,12,,50,0.8708375692367554,126.47142958641052
fivenodes,IT-STGCN,GConvLSTM,0,,2,12,,50,0.8798981308937073,119.07259249687195
fivenodes,IT-STGCN,GConvLSTM,0.7,rand,2,12,linear,50,1.1248936653137207,123.60422611236572
