,Unnamed: 0,dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
305,305,five_nodes,STGCN,0.0,,6,12,,100,1.2217718362808228,74.09873008728027
306,306,five_nodes,IT-STGCN,0.0,,2,4,,100,1.139140486717224,76.29316473007202
307,307,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1123089790344238,76.42092275619507
308,308,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1053619384765625,78.01144003868103
309,309,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1137501001358032,77.64579272270203
310,310,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1389964818954468,79.29305529594421
311,311,five_nodes,IT-STGCN,0.0,,2,12,,100,1.2000149488449097,79.61316680908203
312,312,five_nodes,IT-STGCN,0.0,,4,4,,100,1.208162784576416,75.49959754943848
313,313,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1538386344909668,75.45856881141663
314,314,five_nodes,IT-STGCN,0.0,,4,8,,100,1.166852355003357,77.41292977333069
315,315,five_nodes,IT-STGCN,0.0,,4,8,,100,1.0836844444274902,77.06213235855103
316,316,five_nodes,IT-STGCN,0.0,,4,12,,100,1.1369318962097168,78.99426341056824
317,317,five_nodes,IT-STGCN,0.0,,4,12,,100,1.271228909492493,78.8405191898346
318,318,five_nodes,IT-STGCN,0.0,,6,4,,100,1.2006030082702637,74.7887670993805
319,319,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1643431186676023,74.640629529953
320,320,five_nodes,IT-STGCN,0.0,,6,8,,100,1.2988125085830688,76.62108063697815
321,321,five_nodes,IT-STGCN,0.0,,6,8,,100,1.2739832401275637,76.73090696334839
322,322,five_nodes,IT-STGCN,0.0,,6,12,,100,1.339523434638977,77.95248007774353
323,323,five_nodes,IT-STGCN,0.0,,6,12,,100,1.1586637496948242,78.80651330947876
324,324,five_nodes,STGCN,0.0,,2,4,,100,1.1565415859222412,72.20947647094727
325,325,five_nodes,STGCN,0.0,,2,4,,100,1.1312698125839231,72.39937734603882
326,326,five_nodes,STGCN,0.0,,2,8,,100,1.1413371562957764,76.61074995994568
327,327,five_nodes,STGCN,0.0,,2,8,,100,1.1847031116485596,73.94351315498352
328,328,five_nodes,STGCN,0.0,,2,12,,100,1.1639549732208252,75.07520723342896
329,329,five_nodes,STGCN,0.0,,2,12,,100,1.1473491191864014,74.4957811832428
330,330,five_nodes,STGCN,0.0,,4,4,,100,1.1251745223999023,72.50165963172913
331,331,five_nodes,STGCN,0.0,,4,4,,100,1.1295524835586548,71.79332876205444
332,332,five_nodes,STGCN,0.0,,4,8,,100,1.148604393005371,74.03588080406189
333,333,five_nodes,STGCN,0.0,,4,8,,100,1.1459590196609497,74.35466265678406
334,334,five_nodes,STGCN,0.0,,4,12,,100,1.1815038919448853,75.98503875732422
335,335,five_nodes,STGCN,0.0,,4,12,,100,1.2101117372512815,74.78028440475464
336,336,five_nodes,STGCN,0.0,,6,4,,100,1.1571766138076782,74.08399295806885
337,337,five_nodes,STGCN,0.0,,6,4,,100,1.2376898527145386,71.90451669692993
338,338,five_nodes,STGCN,0.0,,6,8,,100,1.1532758474349976,72.9193685054779
339,339,five_nodes,STGCN,0.0,,6,8,,100,1.1913492679595947,72.27716946601868
340,340,five_nodes,STGCN,0.0,,6,12,,100,1.2915409803390503,73.38641333580017
341,341,five_nodes,STGCN,0.0,,6,12,,100,1.2063884735107422,73.28308272361755
342,342,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1242107152938845,75.85295796394348
343,343,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1587296724319458,75.80579423904419
344,344,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1555618047714231,77.72110772132874
345,345,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1297998428344729,79.1160671710968
346,346,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1961257457733154,79.02092432975769
347,347,five_nodes,IT-STGCN,0.0,,2,12,,100,1.224564790725708,81.64631724357605
348,348,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1416338682174685,77.33353614807129
349,349,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1804885864257812,78.70709323883057
350,350,five_nodes,IT-STGCN,0.0,,4,8,,100,1.163178324699402,79.25672602653503
351,351,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1511895656585691,77.43471169471741
352,352,five_nodes,IT-STGCN,0.0,,4,12,,100,1.2189130783081057,77.87465023994446
353,353,five_nodes,IT-STGCN,0.0,,4,12,,100,1.2695746421813965,78.03704524040222
354,354,five_nodes,IT-STGCN,0.0,,6,4,,100,1.200806736946106,76.45059609413147
355,355,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1244268417358398,77.13807559013367
356,356,five_nodes,IT-STGCN,0.0,,6,8,,100,1.2064025402069092,79.58084440231323
357,357,five_nodes,IT-STGCN,0.0,,6,8,,100,1.2286890745162964,77.24664735794067
358,358,five_nodes,IT-STGCN,0.0,,6,12,,100,1.221490740776062,77.67439770698547
359,359,five_nodes,IT-STGCN,0.0,,6,12,,100,1.2107237577438354,77.68424320220947
360,360,five_nodes,STGCN,0.0,,2,4,,100,1.154249906539917,72.37553262710571
361,361,five_nodes,STGCN,0.0,,2,4,,100,1.140946865081787,72.58963680267334
362,362,five_nodes,STGCN,0.0,,2,8,,100,1.1747281551361084,74.99670505523682
363,363,five_nodes,STGCN,0.0,,2,8,,100,1.1455163955688477,74.39050793647766
364,364,five_nodes,STGCN,0.0,,2,12,,100,1.125169277191162,76.44676184654236
365,365,five_nodes,STGCN,0.0,,2,12,,100,1.170650601387024,77.20351433753967
366,366,five_nodes,STGCN,0.0,,4,4,,100,1.1340073347091677,74.07806181907654
367,367,five_nodes,STGCN,0.0,,4,4,,100,1.1334131956100464,74.57637214660645
368,368,five_nodes,STGCN,0.0,,4,8,,100,1.1775349378585815,73.59420728683472
369,369,five_nodes,STGCN,0.0,,4,8,,100,1.1938960552215576,73.73145198822021
370,370,five_nodes,STGCN,0.0,,4,12,,100,1.1563667058944702,75.35146856307983
371,371,five_nodes,STGCN,0.0,,4,12,,100,1.1999496221542358,75.74620509147644
372,372,five_nodes,STGCN,0.0,,6,4,,100,1.2221565246582031,71.1602828502655
373,373,five_nodes,STGCN,0.0,,6,4,,100,1.1433401107788086,73.57828259468079
374,374,five_nodes,STGCN,0.0,,6,8,,100,1.1532533168792725,85.15781855583191
375,375,five_nodes,STGCN,0.0,,6,8,,100,1.1862678527832031,74.95175337791443
376,376,five_nodes,STGCN,0.0,,6,12,,100,1.335968017578125,75.08567833900452
377,377,five_nodes,STGCN,0.0,,6,12,,100,1.390660047531128,75.69226503372192
378,378,five_nodes,IT-STGCN,0.0,,2,4,,100,1.119533658027649,78.76323413848877
379,379,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1275204420089722,87.2654013633728
380,380,five_nodes,IT-STGCN,0.0,,2,8,,100,1.2591670751571655,83.76338577270508
381,381,five_nodes,IT-STGCN,0.0,,2,8,,100,1.149036884307861,78.51766920089722
382,382,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1361794471740725,79.10690593719482
383,383,five_nodes,IT-STGCN,0.0,,2,12,,100,1.2035856246948242,78.73579025268555
384,384,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1510885953903198,74.86503076553345
385,385,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1455886363983154,75.28169083595276
386,386,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1550415754318235,77.5025246143341
387,387,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1339491605758667,77.24886989593506
388,388,five_nodes,IT-STGCN,0.0,,4,12,,100,1.2420049905776978,78.28156042098999
389,389,five_nodes,IT-STGCN,0.0,,4,12,,100,1.098374605178833,78.25186538696289
390,390,five_nodes,IT-STGCN,0.0,,6,4,,100,1.143670916557312,75.08210587501526
391,391,five_nodes,IT-STGCN,0.0,,6,4,,100,1.163069486618042,74.60152506828308
392,392,five_nodes,IT-STGCN,0.0,,6,8,,100,1.2225983142852783,76.92662024497986
393,393,five_nodes,IT-STGCN,0.0,,6,8,,100,1.1780437231063845,77.02400708198547
394,394,five_nodes,IT-STGCN,0.0,,6,12,,100,1.2245450019836426,80.24350953102112
395,395,five_nodes,IT-STGCN,0.0,,6,12,,100,1.3853212594985962,78.29648470878601
396,396,five_nodes,STGCN,0.0,,2,4,,100,1.1097536087036133,72.71096301078796
397,397,five_nodes,STGCN,0.0,,2,4,,100,1.1263247728347778,72.53361010551453
398,398,five_nodes,STGCN,0.0,,2,8,,100,1.10354483127594,73.69857978820801
399,399,five_nodes,STGCN,0.0,,2,8,,100,1.1872442960739136,74.16615700721741
400,400,five_nodes,STGCN,0.0,,2,12,,100,1.1930068731307983,75.58824491500854
401,401,five_nodes,STGCN,0.0,,2,12,,100,1.2222354412078855,76.52631068229675
402,402,five_nodes,STGCN,0.0,,4,4,,100,1.152642011642456,71.8751118183136
403,403,five_nodes,STGCN,0.0,,4,4,,100,1.1108026504516602,71.83774042129517
404,404,five_nodes,STGCN,0.0,,4,8,,100,1.151146411895752,76.4316918849945
405,405,five_nodes,STGCN,0.0,,4,8,,100,1.1709158420562744,74.77731156349182
406,406,five_nodes,STGCN,0.0,,4,12,,100,1.1879513263702393,75.37565302848816
407,407,five_nodes,STGCN,0.0,,4,12,,100,1.2810850143432615,75.5490026473999
408,408,five_nodes,STGCN,0.0,,6,4,,100,1.1154731512069702,72.14319705963135
409,409,five_nodes,STGCN,0.0,,6,4,,100,1.112810492515564,71.91367888450623
410,410,five_nodes,STGCN,0.0,,6,8,,100,1.212309718132019,73.06306314468384
411,411,five_nodes,STGCN,0.0,,6,8,,100,1.2535569667816162,73.2171037197113
412,412,five_nodes,STGCN,0.0,,6,12,,100,1.211576223373413,74.06365919113159
413,413,five_nodes,STGCN,0.0,,6,12,,100,1.3523730039596558,74.19174003601074
414,414,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1234784126281738,77.17973613739014
415,415,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1426060199737549,76.61507964134216
416,416,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1203582286834717,78.25877833366394
417,417,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1191391944885254,78.41557765007019
418,418,five_nodes,IT-STGCN,0.0,,2,12,,100,1.180099368095398,83.03973174095154
419,419,five_nodes,IT-STGCN,0.0,,2,12,,100,1.140100121498108,79.3311767578125
420,420,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1452574729919434,79.2406542301178
421,421,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1242965459823608,78.39008259773254
422,422,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1545666456222534,79.14801621437073
423,423,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1911091804504397,78.63889956474304
424,424,five_nodes,IT-STGCN,0.0,,4,12,,100,1.203518033027649,78.79886436462402
425,425,five_nodes,IT-STGCN,0.0,,4,12,,100,1.2342689037322998,78.53046345710754
426,426,five_nodes,IT-STGCN,0.0,,6,4,,100,1.197123408317566,75.52054476737976
427,427,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1521698236465454,75.16350483894348
428,428,five_nodes,IT-STGCN,0.0,,6,8,,100,1.1219379901885986,76.96351885795593
429,429,five_nodes,IT-STGCN,0.0,,6,8,,100,1.234198808670044,76.76795434951782
430,430,five_nodes,IT-STGCN,0.0,,6,12,,100,1.210669994354248,77.90988230705261
431,431,five_nodes,IT-STGCN,0.0,,6,12,,100,1.3332948684692385,83.86945605278015
432,432,five_nodes,STGCN,0.0,,2,4,,100,1.1274315118789673,76.22640228271484
433,433,five_nodes,STGCN,0.0,,2,4,,100,1.1253637075424194,74.48876595497131
434,434,five_nodes,STGCN,0.0,,2,8,,100,1.1854678392410278,76.14965558052063
435,435,five_nodes,STGCN,0.0,,2,8,,100,1.1980632543563845,75.06155705451965
436,436,five_nodes,STGCN,0.0,,2,12,,100,1.0980308055877686,75.02445125579834
437,437,five_nodes,STGCN,0.0,,2,12,,100,1.1787137985229492,74.80213236808777
438,438,five_nodes,STGCN,0.0,,4,4,,100,1.1491997241973877,71.48482251167297
439,439,five_nodes,STGCN,0.0,,4,4,,100,1.06913161277771,71.20750498771667
440,440,five_nodes,STGCN,0.0,,4,8,,100,1.1484524011611938,73.35813426971436
441,441,five_nodes,STGCN,0.0,,4,8,,100,1.1508804559707642,73.35768389701843
442,442,five_nodes,STGCN,0.0,,4,12,,100,1.1988449096679688,73.92854523658752
443,443,five_nodes,STGCN,0.0,,4,12,,100,1.1538615226745603,73.96229219436646
444,444,five_nodes,STGCN,0.0,,6,4,,100,1.1146690845489502,71.59070348739624
445,445,five_nodes,STGCN,0.0,,6,4,,100,1.1411771774291992,71.92827129364014
446,446,five_nodes,STGCN,0.0,,6,8,,100,1.2132277488708496,72.80180048942566
447,447,five_nodes,STGCN,0.0,,6,8,,100,1.31552255153656,72.31042695045471
448,448,five_nodes,STGCN,0.0,,6,12,,100,1.2312591075897217,73.27071857452393
449,449,five_nodes,STGCN,0.0,,6,12,,100,1.3792299032211304,73.6131739616394
450,450,five_nodes,IT-STGCN,0.0,,2,4,,100,1.123526096343994,76.24649024009705
451,451,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1292908191680908,77.01694130897522
452,452,five_nodes,IT-STGCN,0.0,,2,8,,100,1.170579195022583,78.6381323337555
453,453,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1633236408233645,78.40578508377075
454,454,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1658881902694702,79.50402569770813
455,455,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1720765829086304,79.72330045700073
456,456,five_nodes,IT-STGCN,0.0,,4,4,,100,1.17573881149292,74.89346837997437
457,457,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1525206565856934,74.60614657402039
458,458,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1413819789886477,76.68690299987793
459,459,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1499768495559692,77.2000789642334
460,460,five_nodes,IT-STGCN,0.0,,4,12,,100,1.150834083557129,78.89957785606384
461,461,five_nodes,IT-STGCN,0.0,,4,12,,100,1.2032314538955688,78.05043840408325
462,462,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1494815349578855,75.22181916236877
463,463,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1086629629135132,75.18695759773254
464,464,five_nodes,IT-STGCN,0.0,,6,8,,100,1.2183958292007446,79.219162940979
465,465,five_nodes,IT-STGCN,0.0,,6,8,,100,1.2433685064315796,79.44646191596985
466,466,five_nodes,IT-STGCN,0.0,,6,12,,100,1.3153038024902344,80.66231393814087
467,467,five_nodes,IT-STGCN,0.0,,6,12,,100,1.1684719324111938,80.58712911605835
468,468,five_nodes,STGCN,0.0,,2,4,,100,1.1520575284957886,75.40874147415161
469,469,five_nodes,STGCN,0.0,,2,4,,100,1.134438395500183,75.57717752456665
470,470,five_nodes,STGCN,0.0,,2,8,,100,1.1467078924179075,78.35682725906372
471,471,five_nodes,STGCN,0.0,,2,8,,100,1.099583864212036,74.5116651058197
472,472,five_nodes,STGCN,0.0,,2,12,,100,1.132159948348999,75.41354298591614
473,473,five_nodes,STGCN,0.0,,2,12,,100,1.1493324041366575,75.05412149429321
474,474,five_nodes,STGCN,0.0,,4,4,,100,1.117517352104187,71.54690885543823
475,475,five_nodes,STGCN,0.0,,4,4,,100,1.1418102979660034,71.93717384338379
476,476,five_nodes,STGCN,0.0,,4,8,,100,1.171559453010559,74.15244555473328
477,477,five_nodes,STGCN,0.0,,4,8,,100,1.1476119756698608,76.93673038482666
478,478,five_nodes,STGCN,0.0,,4,12,,100,1.123159646987915,75.5121955871582
479,479,five_nodes,STGCN,0.0,,4,12,,100,1.181278109550476,74.01006722450256
480,480,five_nodes,STGCN,0.0,,6,4,,100,1.1432639360427856,71.64121699333191
481,481,five_nodes,STGCN,0.0,,6,4,,100,1.150786280632019,71.45367407798767
482,482,five_nodes,STGCN,0.0,,6,8,,100,1.1500394344329834,73.15920233726501
483,483,five_nodes,STGCN,0.0,,6,8,,100,1.1235361099243164,73.1371967792511
484,484,five_nodes,STGCN,0.0,,6,12,,100,1.2244371175765991,74.55554223060608
485,485,five_nodes,STGCN,0.0,,6,12,,100,1.1715283393859863,75.59181427955627
486,486,five_nodes,IT-STGCN,0.0,,2,4,,100,1.189233899116516,78.83331203460693
487,487,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1360924243927002,80.37023520469666
488,488,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1595945358276367,77.92494869232178
489,489,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1654860973358154,77.76277160644531
490,490,five_nodes,IT-STGCN,0.0,,2,12,,100,1.198436260223389,79.07726788520813
491,491,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1559326648712158,79.29824042320251
492,492,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1542243957519531,75.42764210700989
493,493,five_nodes,IT-STGCN,0.0,,4,4,,100,1.116362452507019,74.59650826454163
494,494,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1879898309707642,77.58975434303284
495,495,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1886022090911863,77.78093791007996
496,496,five_nodes,IT-STGCN,0.0,,4,12,,100,1.1340489387512207,78.16187310218811
497,497,five_nodes,IT-STGCN,0.0,,4,12,,100,1.1918187141418457,78.93438124656677
498,498,five_nodes,IT-STGCN,0.0,,6,4,,100,1.208610773086548,74.6147665977478
499,499,five_nodes,IT-STGCN,0.0,,6,4,,100,1.120411992073059,74.41012406349182
500,500,five_nodes,IT-STGCN,0.0,,6,8,,100,1.1716312170028689,76.83733558654785
501,501,five_nodes,IT-STGCN,0.0,,6,8,,100,1.267210602760315,76.08564972877502
502,502,five_nodes,IT-STGCN,0.0,,6,12,,100,1.1715251207351685,77.54725956916809
503,503,five_nodes,IT-STGCN,0.0,,6,12,,100,1.2498708963394165,77.98789954185486
504,504,five_nodes,STGCN,0.0,,2,4,,100,1.1753000020980835,72.97720217704773
505,505,five_nodes,STGCN,0.0,,2,4,,100,1.1356871128082275,73.19862389564514
506,506,five_nodes,STGCN,0.0,,2,8,,100,1.1415300369262695,78.40726828575134
507,507,five_nodes,STGCN,0.0,,2,8,,100,1.1372531652450562,74.58165788650513
508,508,five_nodes,STGCN,0.0,,2,12,,100,1.148778200149536,75.3812825679779
509,509,five_nodes,STGCN,0.0,,2,12,,100,1.146202564239502,74.79828119277954
510,510,five_nodes,STGCN,0.0,,4,4,,100,1.2046715021133425,70.96600198745728
511,511,five_nodes,STGCN,0.0,,4,4,,100,1.1128748655319214,71.30229926109314
512,512,five_nodes,STGCN,0.0,,4,8,,100,1.2027705907821655,73.73357653617859
513,513,five_nodes,STGCN,0.0,,4,8,,100,1.1920665502548218,76.04458618164062
514,514,five_nodes,STGCN,0.0,,4,12,,100,1.2115187644958496,73.69906520843506
515,515,five_nodes,STGCN,0.0,,4,12,,100,1.1962065696716309,73.45431351661682
516,516,five_nodes,STGCN,0.0,,6,4,,100,1.173145413398743,73.93450403213501
517,517,five_nodes,STGCN,0.0,,6,4,,100,1.2636346817016602,71.97127795219421
518,518,five_nodes,STGCN,0.0,,6,8,,100,1.1502829790115356,72.90066456794739
519,519,five_nodes,STGCN,0.0,,6,8,,100,1.2880775928497314,72.14697265625
520,520,five_nodes,STGCN,0.0,,6,12,,100,1.1764594316482544,73.2484200000763
521,521,five_nodes,STGCN,0.0,,6,12,,100,1.207386136054993,73.49807333946228
522,522,five_nodes,IT-STGCN,0.0,,2,4,,100,1.173023343086243,76.83599328994751
523,523,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1307339668273926,77.38948726654053
524,524,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1267319917678833,78.2423083782196
525,525,five_nodes,IT-STGCN,0.0,,2,8,,100,1.144181728363037,78.26038646697998
526,526,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1284770965576172,79.62144994735718
527,527,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1320559978485107,80.6973671913147
528,528,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1660451889038086,77.30276846885681
529,529,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1431756019592283,77.12431526184082
530,530,five_nodes,IT-STGCN,0.0,,4,8,,100,1.134334683418274,78.84211897850037
531,531,five_nodes,IT-STGCN,0.0,,4,8,,100,1.200960397720337,79.52906799316406
532,532,five_nodes,IT-STGCN,0.0,,4,12,,100,1.1724623441696167,78.89560866355896
533,533,five_nodes,IT-STGCN,0.0,,4,12,,100,1.2355841398239136,78.87195229530334
534,534,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1134952306747437,81.55412197113037
535,535,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1722286939620972,76.57342553138733
536,536,five_nodes,IT-STGCN,0.0,,6,8,,100,1.301158785820007,76.8544659614563
537,537,five_nodes,IT-STGCN,0.0,,6,8,,100,1.218888521194458,77.0775499343872
538,538,five_nodes,IT-STGCN,0.0,,6,12,,100,1.253312349319458,77.88717079162598
539,539,five_nodes,IT-STGCN,0.0,,6,12,,100,1.144677758216858,77.71002697944641
540,540,five_nodes,STGCN,0.0,,2,4,,100,1.120693922042847,77.25859379768372
541,541,five_nodes,STGCN,0.0,,2,4,,100,1.1372456550598145,73.16622734069824
542,542,five_nodes,STGCN,0.0,,2,8,,100,1.1833914518356323,75.4109354019165
543,543,five_nodes,STGCN,0.0,,2,8,,100,1.156524896621704,75.32443380355835
544,544,five_nodes,STGCN,0.0,,2,12,,100,1.1374529600143433,74.35468077659607
545,545,five_nodes,STGCN,0.0,,2,12,,100,1.186348557472229,74.82290363311768
546,546,five_nodes,STGCN,0.0,,4,4,,100,1.1690411567687988,71.74188446998596
547,547,five_nodes,STGCN,0.0,,4,4,,100,1.229017734527588,71.7204077243805
548,548,five_nodes,STGCN,0.0,,4,8,,100,1.1786917448043823,72.53978896141052
549,549,five_nodes,STGCN,0.0,,4,8,,100,1.1354509592056274,73.19352722167969
550,550,five_nodes,STGCN,0.0,,4,12,,100,1.202733039855957,74.0675003528595
551,551,five_nodes,STGCN,0.0,,4,12,,100,1.2302972078323364,74.17120170593262
552,552,five_nodes,STGCN,0.0,,6,4,,100,1.148569107055664,71.39184951782227
553,553,five_nodes,STGCN,0.0,,6,4,,100,1.220434546470642,71.13688707351685
554,554,five_nodes,STGCN,0.0,,6,8,,100,1.1243644952774048,72.84939098358154
555,555,five_nodes,STGCN,0.0,,6,8,,100,1.2554712295532229,72.55889058113098
556,556,five_nodes,STGCN,0.0,,6,12,,100,1.3113871812820437,73.62206220626831
557,557,five_nodes,STGCN,0.0,,6,12,,100,1.3528462648391724,73.24307084083557
558,558,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1214368343353271,77.5947630405426
559,559,five_nodes,IT-STGCN,0.0,,2,4,,100,1.133140206336975,76.56382846832275
560,560,five_nodes,IT-STGCN,0.0,,2,8,,100,1.180761218070984,78.61644458770752
561,561,five_nodes,IT-STGCN,0.0,,2,8,,100,1.210169553756714,81.927414894104
562,562,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1543889045715332,79.64205503463745
563,563,five_nodes,IT-STGCN,0.0,,2,12,,100,1.1373515129089355,78.64487290382385
564,564,five_nodes,IT-STGCN,0.0,,4,4,,100,1.15579354763031,74.6247968673706
565,565,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1828352212905884,75.05884218215942
566,566,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1147029399871826,77.81171178817749
567,567,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1762189865112305,77.9459297657013
568,568,five_nodes,IT-STGCN,0.0,,4,12,,100,1.1950966119766235,81.72397375106812
569,569,five_nodes,IT-STGCN,0.0,,4,12,,100,1.1752139329910278,78.60198974609375
570,570,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1839758157730105,74.94363045692444
571,571,five_nodes,IT-STGCN,0.0,,6,4,,100,1.2179951667785645,74.87521743774414
572,572,five_nodes,IT-STGCN,0.0,,6,8,,100,1.1898518800735474,97.394917011261
573,573,five_nodes,IT-STGCN,0.0,,6,8,,100,1.149234414100647,77.52094912528992
574,574,five_nodes,IT-STGCN,0.0,,6,12,,100,1.2155802249908447,78.59068751335144
575,575,five_nodes,IT-STGCN,0.0,,6,12,,100,1.3822145462036133,78.57357501983643
576,576,five_nodes,STGCN,0.0,,2,4,,100,1.153537034988403,72.89069771766663
577,577,five_nodes,STGCN,0.0,,2,4,,100,1.1403703689575195,75.89809370040894
578,578,five_nodes,STGCN,0.0,,2,8,,100,1.114158272743225,75.19647526741028
579,579,five_nodes,STGCN,0.0,,2,8,,100,1.1167926788330078,74.7099838256836
580,580,five_nodes,STGCN,0.0,,2,12,,100,1.1322342157363892,75.71945548057556
581,581,five_nodes,STGCN,0.0,,2,12,,100,1.1432667970657349,77.87979364395142
582,582,five_nodes,STGCN,0.0,,4,4,,100,1.1660274267196655,72.30997800827026
583,583,five_nodes,STGCN,0.0,,4,4,,100,1.1743481159210205,72.20218062400818
584,584,five_nodes,STGCN,0.0,,4,8,,100,1.1882212162017822,73.44786858558655
585,585,five_nodes,STGCN,0.0,,4,8,,100,1.1983637809753418,73.48629522323608
586,586,five_nodes,STGCN,0.0,,4,12,,100,1.2457633018493652,74.31503129005432
587,587,five_nodes,STGCN,0.0,,4,12,,100,1.241507649421692,74.41464018821716
588,588,five_nodes,STGCN,0.0,,6,4,,100,1.1275901794433594,71.84929537773132
589,589,five_nodes,STGCN,0.0,,6,4,,100,1.1047992706298828,71.26018524169922
590,590,five_nodes,STGCN,0.0,,6,8,,100,1.2078943252563477,72.58669090270996
591,591,five_nodes,STGCN,0.0,,6,8,,100,1.1648640632629397,72.44955158233643
592,592,five_nodes,STGCN,0.0,,6,12,,100,1.268660306930542,74.26644277572632
593,593,five_nodes,STGCN,0.0,,6,12,,100,1.229198694229126,73.95168614387512
594,594,five_nodes,IT-STGCN,0.0,,2,4,,100,1.12993586063385,76.9085042476654
595,595,five_nodes,IT-STGCN,0.0,,2,4,,100,1.1225732564926147,76.80228686332703
596,596,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1257705688476562,79.57295250892639
597,597,five_nodes,IT-STGCN,0.0,,2,8,,100,1.1388925313949585,83.0178439617157
598,598,five_nodes,IT-STGCN,0.0,,2,12,,100,1.0882418155670166,82.53236198425293
599,599,five_nodes,IT-STGCN,0.0,,2,12,,100,1.152797818183899,78.77346634864807
600,600,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1572669744491575,75.03803777694702
601,601,five_nodes,IT-STGCN,0.0,,4,4,,100,1.1540119647979736,74.48897433280945
602,602,five_nodes,IT-STGCN,0.0,,4,8,,100,1.2612725496292114,76.70801329612732
603,603,five_nodes,IT-STGCN,0.0,,4,8,,100,1.1605571508407593,76.90689134597778
604,604,five_nodes,IT-STGCN,0.0,,4,12,,100,1.2848681211471558,77.5140745639801
605,605,five_nodes,IT-STGCN,0.0,,4,12,,100,1.078413963317871,78.21169257164001
606,606,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1856545209884644,75.00382351875305
607,607,five_nodes,IT-STGCN,0.0,,6,4,,100,1.1882489919662476,75.01083469390869
608,608,five_nodes,IT-STGCN,0.0,,6,8,,100,1.1318347454071045,76.4284873008728
609,609,five_nodes,IT-STGCN,0.0,,6,8,,100,1.262336254119873,76.3469500541687
610,610,five_nodes,IT-STGCN,0.0,,6,12,,100,1.315048098564148,78.79271483421326
611,611,five_nodes,IT-STGCN,0.0,,6,12,,100,1.2384237051010132,77.42426896095276
612,612,five_nodes,STGCN,0.0,,2,4,,100,1.1394411325454712,72.31778025627136
