dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,lr,mse,calculation_time
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.1905620098114014,39.82292556762695
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2376315593719482,33.74824666976929
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.1469746828079224,44.66868996620178
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2417548894882202,30.58370327949524
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.2791320085525513,42.559510469436646
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2779018878936768,32.2028923034668
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.1464060544967651,43.29366397857666
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.3124998807907104,33.9429235458374
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.197660207748413,43.59087347984314
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2802172899246216,35.656957149505615
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.1791092157363892,42.36304807662964
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.1888854503631592,36.688048124313354
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.2576161623001099,39.96298670768738
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2110415697097778,33.95055651664734
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.098086953163147,40.59541630744934
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2618061304092407,29.867106199264526
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.2275381088256836,37.73321723937988
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.1868140697479248,33.20193576812744
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.1243442296981812,44.97471213340759
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.238988995552063,34.249186277389526
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.274037480354309,51.62752652168274
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.242516279220581,34.269747495651245
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.170976996421814,40.91953134536743
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2538349628448486,32.02843379974365
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.230521559715271,34.48075604438782
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2212438583374023,27.943010568618774
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.2098063230514526,40.74180030822754
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.176498532295227,37.86414170265198
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.2716079950332642,37.91480731964111
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2176012992858887,29.68948483467102
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.2139942646026611,46.05183935165405
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.301092267036438,31.603067874908447
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.1883437633514404,33.55956149101257
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.3138251304626465,29.475123643875122
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.0819642543792725,41.59669470787048
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.2789256572723389,30.544100284576416
fivenodes,STGCN,GConvGRU,0.125,block,2,12,nearest,50,0.01,1.192867398262024,40.13668155670166
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,nearest,50,0.01,1.20322847366333,34.59728503227234
