dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,lr,mse,calculation_time
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.3224536180496216,1.8895654678344727
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.5584841966629028,3.9345543384552
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.5004582405090332,6.061821699142456
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2508341073989868,3.2262487411499023
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.4640617370605469,10.2003653049469
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.4765546321868896,5.94349217414856
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.260897159576416,7.082739591598511
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2357971668243408,16.94715905189514
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2109830379486084,3.464238405227661
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.2337538003921509,1.7852141857147217
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.403876781463623,3.282188653945923
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.3268049955368042,4.290309906005859
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.1946555376052856,2.8489596843719482
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.545214295387268,7.2526023387908936
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.3131500482559204,4.9143290519714355
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.4848860502243042,5.05208945274353
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.4424107074737549,5.620626449584961
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2925881147384644,2.975132703781128
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.2379437685012817,1.4588985443115234
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.4883686304092407,3.4926865100860596
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.6417165994644165,4.591036319732666
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2662811279296875,2.5929808616638184
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.2299491167068481,7.987942218780518
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.39007568359375,5.353081226348877
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2270456552505493,6.170932292938232
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2716491222381592,7.90197229385376
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2667810916900635,3.4080042839050293
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.3022608757019043,2.0017049312591553
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.3216962814331055,4.0414018630981445
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.2658292055130005,4.589025259017944
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2742129564285278,2.628816604614258
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.803450107574463,5.840184211730957
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.4971566200256348,3.473158597946167
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.5680832862854004,4.354623794555664
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2604960203170776,6.072760343551636
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2831661701202393,3.155822992324829
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.4169299602508545,1.436457872390747
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.5517340898513794,3.129783868789673
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.488335132598877,4.48431658744812
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.165671467781067,2.4265482425689697
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.3689645528793335,8.367779016494751
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.234607458114624,5.1531946659088135
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2662353515625,6.2543439865112305
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.1454516649246216,7.084034204483032
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.227197527885437,3.253352403640747
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.2785481214523315,1.7970035076141357
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.274694561958313,3.547025680541992
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.3914915323257446,5.428038835525513
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.291298508644104,3.18540096282959
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.5009515285491943,7.06727147102356
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.4093953371047974,4.385310411453247
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.5364195108413696,5.1861045360565186
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.3750276565551758,5.9180309772491455
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.1884267330169678,3.258793830871582
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.2458091974258423,1.6354544162750244
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.5170942544937134,3.152134418487549
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.4916037321090698,5.074432849884033
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2499781847000122,2.306098222732544
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.277828574180603,7.992790937423706
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.3078309297561646,5.303620338439941
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2850786447525024,6.120383262634277
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.3800365924835205,7.048471927642822
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2697175741195679,3.686293840408325
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.3891197443008423,2.374690532684326
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.45463228225708,4.081258773803711
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.3521859645843506,5.47542929649353
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.0729881525039673,3.390958070755005
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.5610671043395996,10.063661575317383
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.6176726818084717,6.375581979751587
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.678419589996338,8.116729974746704
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2759348154067993,14.906922101974487
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.268163800239563,4.969289064407349
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.2223610877990723,2.4094505310058594
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.509907603263855,4.981202602386475
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.6135735511779785,7.251499652862549
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2816036939620972,3.8288779258728027
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.6359916925430298,12.391354084014893
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.2961214780807495,7.899754762649536
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.3209539651870728,9.410921573638916
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2947858572006226,22.20763611793518
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.3640029430389404,5.684993028640747
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.1948864459991455,2.9416849613189697
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.3958818912506104,5.275822162628174
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.2837361097335815,7.063195705413818
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.503589391708374,3.854300022125244
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.5196797847747803,8.533399105072021
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.6673446893692017,5.069828033447266
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.5441925525665283,6.008928060531616
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.3435417413711548,19.136987924575806
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.271916389465332,3.9947733879089355
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.6151957511901855,1.9613687992095947
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.5531272888183594,3.6174025535583496
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.4458856582641602,5.2440619468688965
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2901993989944458,2.7870516777038574
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.3352158069610596,9.710333824157715
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.907625675201416,5.798222303390503
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2196155786514282,6.818427801132202
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.270792841911316,20.646342515945435
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2338385581970215,5.15388822555542
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.277940034866333,3.1658148765563965
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.350139856338501,5.993209600448608
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.2823214530944824,8.308844566345215
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.3997000455856323,4.964066982269287
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.7910122871398926,10.80259394645691
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.4165762662887573,6.491108179092407
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.644418478012085,7.797930955886841
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.3793399333953857,18.466665506362915
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2554600238800049,3.9259192943573
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.2356290817260742,1.9547953605651855
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.4690494537353516,4.052139759063721
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.5220319032669067,5.7289979457855225
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2786226272583008,3.108844757080078
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.3228983879089355,7.102817058563232
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.2953940629959106,5.243722200393677
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2858635187149048,5.996929168701172
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.3813122510910034,6.6560187339782715
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.351542592048645,4.103857755661011
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.2110222578048706,2.3688220977783203
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.232937216758728,3.757168769836426
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.3271619081497192,4.292713642120361
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2669202089309692,2.4978740215301514
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.6664966344833374,5.824267387390137
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.6113371849060059,3.4884235858917236
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.567007303237915,6.0564351081848145
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.380395770072937,6.619868278503418
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.279262900352478,3.3003084659576416
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.2581303119659424,1.462472677230835
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.5800060033798218,3.1479709148406982
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.5717025995254517,4.4782140254974365
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.3379182815551758,2.2936971187591553
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.3221464157104492,7.946470499038696
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.5261194705963135,4.738266944885254
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.4368577003479004,6.103448390960693
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.3860923051834106,7.143561363220215
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2700575590133667,3.261138916015625
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.4285717010498047,2.1919033527374268
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.296694040298462,4.153826713562012
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.4007818698883057,5.345454692840576
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2000612020492554,2.720569610595703
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.524293303489685,6.462338209152222
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.5820738077163696,4.145416259765625
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.6569381952285767,5.198164463043213
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.4020318984985352,5.818879127502441
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2947338819503784,2.5948004722595215
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.273092269897461,1.1450605392456055
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.562955617904663,2.6673431396484375
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.502184510231018,4.629617691040039
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.27005136013031,2.301724672317505
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.4220083951950073,7.981284856796265
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.4544215202331543,5.301698207855225
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2557142972946167,6.123691082000732
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.3163068294525146,7.380567789077759
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.3294165134429932,3.2606513500213623
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.3783255815505981,3.0379133224487305
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.3162510395050049,4.623130559921265
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.29031240940094,5.372212171554565
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2245103120803833,2.542512893676758
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.5697928667068481,5.997100830078125
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.5153834819793701,4.113420724868774
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.5464696884155273,5.208239793777466
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2446470260620117,6.015565395355225
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.0541653633117676,2.7005958557128906
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.228304147720337,1.128455638885498
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.4365818500518799,3.072901487350464
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.3962373733520508,4.518899202346802
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2336007356643677,2.3091394901275635
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.3346914052963257,8.03166651725769
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.379609227180481,5.364060163497925
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2792342901229858,6.094407558441162
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.310060977935791,7.458734512329102
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.235618233680725,5.259460687637329
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.352999210357666,3.4782943725585938
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.241366982460022,5.8223607540130615
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.2683820724487305,6.821075677871704
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.2592861652374268,4.388658285140991
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.5986659526824951,8.66732382774353
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.4650624990463257,5.838615655899048
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.462841272354126,7.189927339553833
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.1942143440246582,17.141602277755737
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2588211297988892,4.929666042327881
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.0024758577346802,2.384552001953125
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.6164085865020752,4.762596607208252
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.581190586090088,7.220425605773926
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.4217842817306519,3.7221298217773438
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.4254220724105835,12.726105451583862
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.3503849506378174,7.90774941444397
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2489752769470215,9.372483730316162
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2343178987503052,12.12662124633789
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2693753242492676,6.209498643875122
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.3340445756912231,3.304928779602051
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.3719276189804077,5.443292617797852
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.2692734003067017,7.760529518127441
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.3011234998703003,5.2055628299713135
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.3315867185592651,12.141531944274902
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.500745177268982,6.306578636169434
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.5228829383850098,8.421793699264526
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.405542254447937,16.556711196899414
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.281030297279358,4.184365510940552
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.5999815464019775,1.8325347900390625
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.6069397926330566,3.9482483863830566
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.5321321487426758,5.7553870677948
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.414849877357483,3.0879507064819336
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.496057152748108,10.409948110580444
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,2.052452802658081,7.003457069396973
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.3217521905899048,7.1889848709106445
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2881364822387695,19.81186294555664
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2032471895217896,5.462212562561035
pedalme,IT-STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.158943772315979,3.3242292404174805
pedalme,IT-STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.2439182996749878,5.7032692432403564
pedalme,IT-STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.2984709739685059,6.409638404846191
pedalme,IT-STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.1911119222640991,2.5729355812072754
pedalme,STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.4382495880126953,5.900596857070923
pedalme,STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.4625540971755981,3.7787089347839355
pedalme,STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.5468018054962158,4.333555698394775
pedalme,STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2935125827789307,5.795407056808472
pedalme,STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.1944504976272583,2.6120107173919678
pedalme,STGCN,EvolveGCNO,0.6,rand,2,12,linear,50,0.01,1.233933925628662,1.1414146423339844
pedalme,STGCN,GCLSTM,0.6,rand,2,12,linear,50,0.01,1.5724705457687378,2.5899195671081543
pedalme,STGCN,LRGCN,0.6,rand,2,12,linear,50,0.01,1.6701595783233643,3.711022138595581
pedalme,STGCN,EvolveGCNH,0.6,rand,2,12,linear,50,0.01,1.1554538011550903,1.8968019485473633
pedalme,IT-STGCN,GConvGRU,0.6,rand,2,12,linear,50,0.01,1.4199955463409424,8.039255142211914
pedalme,IT-STGCN,DCRNN,0.6,rand,2,12,linear,50,0.01,1.3343234062194824,4.505789518356323
pedalme,IT-STGCN,GConvLSTM,0.6,rand,2,12,linear,50,0.01,1.2678141593933105,6.182631015777588
pedalme,IT-STGCN,MPNNLSTM,0.6,rand,2,12,linear,50,0.01,1.2123807668685913,6.47209358215332
pedalme,IT-STGCN,TGCN,0.6,rand,2,12,linear,50,0.01,1.2770544290542603,3.605675220489502
