dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.2571111917495728,5.099146127700806
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.1718462705612183,5.027712821960449
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.118167519569397,4.954253673553467
pedalme,STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.5664581060409546,5.284386873245239
pedalme,STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.5617642402648926,5.33233904838562
pedalme,STGCN,GConvGRU,0.3,rand,4,12,nearest,50,1.5155290365219116,5.342369318008423
pedalme,STGCN,GConvGRU,0.4,rand,4,12,cubic,50,1.732970118522644,5.20691704750061
pedalme,STGCN,GConvGRU,0.4,rand,4,12,linear,50,1.4639297723770142,5.219027996063232
pedalme,STGCN,GConvGRU,0.4,rand,4,12,nearest,50,1.6973845958709717,5.275349378585815
pedalme,STGCN,GConvGRU,0.5,rand,4,12,cubic,50,2.0549678802490234,5.271045684814453
pedalme,STGCN,GConvGRU,0.5,rand,4,12,linear,50,1.5594674348831177,5.278731107711792
pedalme,STGCN,GConvGRU,0.5,rand,4,12,nearest,50,1.4082367420196533,5.232014417648315
pedalme,STGCN,GConvGRU,0.6,rand,4,12,cubic,50,2.496962785720825,5.386289834976196
pedalme,STGCN,GConvGRU,0.6,rand,4,12,linear,50,1.7783265113830566,5.180407762527466
pedalme,STGCN,GConvGRU,0.6,rand,4,12,nearest,50,1.7533947229385376,5.3212525844573975
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.395931601524353,5.99822735786438
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.2032465934753418,5.874990463256836
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.2702770233154297,5.895567417144775
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.8617091178894043,5.804671049118042
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.2770816087722778,5.941769599914551
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,nearest,50,1.3886144161224365,5.841277360916138
pedalme,IT-STGCN,GConvGRU,0.4,rand,4,12,cubic,50,1.2115850448608398,5.839099168777466
pedalme,IT-STGCN,GConvGRU,0.4,rand,4,12,linear,50,1.6274727582931519,5.893507242202759
pedalme,IT-STGCN,GConvGRU,0.4,rand,4,12,nearest,50,1.4340546131134033,5.893028020858765
pedalme,IT-STGCN,GConvGRU,0.5,rand,4,12,cubic,50,1.4482951164245605,5.830498456954956
pedalme,IT-STGCN,GConvGRU,0.5,rand,4,12,linear,50,1.1907427310943604,5.9393932819366455
pedalme,IT-STGCN,GConvGRU,0.5,rand,4,12,nearest,50,1.2453641891479492,5.999723672866821
pedalme,IT-STGCN,GConvGRU,0.6,rand,4,12,cubic,50,1.2347580194473267,5.836363315582275
pedalme,IT-STGCN,GConvGRU,0.6,rand,4,12,linear,50,2.2373082637786865,5.872560501098633
pedalme,IT-STGCN,GConvGRU,0.6,rand,4,12,nearest,50,1.3754092454910278,5.90104866027832
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.3509407043457031,5.331606864929199
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.093019723892212,5.34579062461853
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.2196601629257202,5.370561122894287
pedalme,STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.3539390563964844,5.357809543609619
pedalme,STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.3744734525680542,5.403679609298706
pedalme,STGCN,GConvGRU,0.3,rand,4,12,nearest,50,1.2656725645065308,5.397394895553589
pedalme,STGCN,GConvGRU,0.4,rand,4,12,cubic,50,2.035633087158203,5.429501295089722
pedalme,STGCN,GConvGRU,0.4,rand,4,12,linear,50,1.964447259902954,5.245192289352417
pedalme,STGCN,GConvGRU,0.4,rand,4,12,nearest,50,1.6466732025146484,5.381187915802002
pedalme,STGCN,GConvGRU,0.5,rand,4,12,cubic,50,2.125417709350586,5.3456103801727295
pedalme,STGCN,GConvGRU,0.5,rand,4,12,linear,50,1.7482484579086304,5.41908597946167
pedalme,STGCN,GConvGRU,0.5,rand,4,12,nearest,50,1.6291890144348145,5.414014101028442
pedalme,STGCN,GConvGRU,0.6,rand,4,12,cubic,50,3.002293109893799,5.315294981002808
pedalme,STGCN,GConvGRU,0.6,rand,4,12,linear,50,1.7538378238677979,5.254836082458496
pedalme,STGCN,GConvGRU,0.6,rand,4,12,nearest,50,1.4259387254714966,5.346043109893799
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.19174063205719,5.825419187545776
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.233498454093933,5.892815113067627
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.1530613899230957,5.85074520111084
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.3639302253723145,5.988953590393066
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.1779773235321045,5.883710861206055
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,nearest,50,1.2069780826568604,5.923344612121582
