dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
pedalme,STGCN,GConvLSTM,0,,4,12,,50,1.362191915512085,4.090458869934082
pedalme,STGCN,GConvLSTM,0,,4,12,,50,1.4236795902252197,4.075455665588379
pedalme,STGCN,GConvLSTM,0,,4,12,,50,1.455164909362793,4.122508764266968
pedalme,STGCN,GConvLSTM,0.3,rand,4,12,cubic,50,1.360594630241394,4.016522169113159
pedalme,STGCN,GConvLSTM,0.3,rand,4,12,linear,50,1.3650442361831665,4.121334791183472
pedalme,STGCN,GConvLSTM,0.3,rand,4,12,nearest,50,1.3690143823623657,4.028925180435181
pedalme,STGCN,GConvLSTM,0.4,rand,4,12,cubic,50,1.660311222076416,4.07645583152771
pedalme,STGCN,GConvLSTM,0.4,rand,4,12,linear,50,1.5334585905075073,4.095681667327881
pedalme,STGCN,GConvLSTM,0.4,rand,4,12,nearest,50,1.246490716934204,4.154803514480591
pedalme,STGCN,GConvLSTM,0.5,rand,4,12,cubic,50,1.8053289651870728,4.111135482788086
pedalme,STGCN,GConvLSTM,0.5,rand,4,12,linear,50,1.6671850681304932,4.136761665344238
pedalme,STGCN,GConvLSTM,0.5,rand,4,12,nearest,50,1.4833301305770874,4.073082447052002
pedalme,STGCN,GConvLSTM,0.6,rand,4,12,cubic,50,2.129561185836792,4.116976022720337
pedalme,STGCN,GConvLSTM,0.6,rand,4,12,linear,50,1.5430411100387573,4.079516887664795
pedalme,STGCN,GConvLSTM,0.6,rand,4,12,nearest,50,1.5881023406982422,4.18227219581604
pedalme,IT-STGCN,GConvLSTM,0,,4,12,,50,1.5111302137374878,4.770190238952637
pedalme,IT-STGCN,GConvLSTM,0,,4,12,,50,1.4421616792678833,4.755468845367432
pedalme,IT-STGCN,GConvLSTM,0,,4,12,,50,1.6853073835372925,4.683697700500488
pedalme,IT-STGCN,GConvLSTM,0.3,rand,4,12,cubic,50,1.237174153327942,4.793695688247681
pedalme,IT-STGCN,GConvLSTM,0.3,rand,4,12,linear,50,1.306984782218933,4.8759989738464355
pedalme,IT-STGCN,GConvLSTM,0.3,rand,4,12,nearest,50,1.176170825958252,4.784520149230957
pedalme,IT-STGCN,GConvLSTM,0.4,rand,4,12,cubic,50,1.2898626327514648,4.7753071784973145
pedalme,IT-STGCN,GConvLSTM,0.4,rand,4,12,linear,50,1.5328201055526733,4.669480562210083
pedalme,IT-STGCN,GConvLSTM,0.4,rand,4,12,nearest,50,1.4708915948867798,4.8210954666137695
pedalme,IT-STGCN,GConvLSTM,0.5,rand,4,12,cubic,50,1.2317681312561035,4.655486345291138
pedalme,IT-STGCN,GConvLSTM,0.5,rand,4,12,linear,50,1.150101661682129,4.694140672683716
pedalme,IT-STGCN,GConvLSTM,0.5,rand,4,12,nearest,50,1.304055094718933,4.779661178588867
pedalme,IT-STGCN,GConvLSTM,0.6,rand,4,12,cubic,50,1.3064665794372559,4.66215705871582
pedalme,IT-STGCN,GConvLSTM,0.6,rand,4,12,linear,50,1.335974097251892,4.7543816566467285
pedalme,IT-STGCN,GConvLSTM,0.6,rand,4,12,nearest,50,1.321899175643921,4.735821485519409
pedalme,STGCN,GConvLSTM,0,,4,12,,50,1.299169898033142,4.042386770248413
pedalme,STGCN,GConvLSTM,0,,4,12,,50,1.5257774591445923,4.0600786209106445
pedalme,STGCN,GConvLSTM,0,,4,12,,50,1.2692790031433105,4.1116132736206055
pedalme,STGCN,GConvLSTM,0.3,rand,4,12,cubic,50,1.4371888637542725,4.08813214302063
pedalme,STGCN,GConvLSTM,0.3,rand,4,12,linear,50,1.4085419178009033,4.129777431488037
pedalme,STGCN,GConvLSTM,0.3,rand,4,12,nearest,50,1.2667925357818604,4.028368711471558
pedalme,STGCN,GConvLSTM,0.4,rand,4,12,cubic,50,1.703201174736023,4.0440590381622314
pedalme,STGCN,GConvLSTM,0.4,rand,4,12,linear,50,1.3957984447479248,4.10197639465332
pedalme,STGCN,GConvLSTM,0.4,rand,4,12,nearest,50,1.3360546827316284,4.063076019287109
pedalme,STGCN,GConvLSTM,0.5,rand,4,12,cubic,50,2.278960704803467,4.04189395904541
pedalme,STGCN,GConvLSTM,0.5,rand,4,12,linear,50,1.5268510580062866,4.0552661418914795
pedalme,STGCN,GConvLSTM,0.5,rand,4,12,nearest,50,1.2035990953445435,4.095644474029541
pedalme,STGCN,GConvLSTM,0.6,rand,4,12,cubic,50,2.1417653560638428,4.0763726234436035
pedalme,STGCN,GConvLSTM,0.6,rand,4,12,linear,50,1.4256187677383423,4.0793516635894775
pedalme,STGCN,GConvLSTM,0.6,rand,4,12,nearest,50,1.5015770196914673,4.042537689208984
pedalme,IT-STGCN,GConvLSTM,0,,4,12,,50,1.3071128129959106,4.977453947067261
pedalme,IT-STGCN,GConvLSTM,0,,4,12,,50,1.5038354396820068,4.763373613357544
pedalme,IT-STGCN,GConvLSTM,0,,4,12,,50,1.490622878074646,4.780411005020142
pedalme,IT-STGCN,GConvLSTM,0.3,rand,4,12,cubic,50,1.203438401222229,4.731915712356567
pedalme,IT-STGCN,GConvLSTM,0.3,rand,4,12,linear,50,1.278988242149353,4.764017343521118
