dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
pedalme,STGCN,DCRNN,0,,4,12,,50,1.2355825901031494,2.988074779510498
pedalme,STGCN,DCRNN,0,,4,12,,50,1.1905442476272583,2.8914060592651367
pedalme,STGCN,DCRNN,0,,4,12,,50,1.1964722871780396,2.892875909805298
pedalme,STGCN,DCRNN,0.3,rand,4,12,cubic,50,1.2669273614883423,2.900585651397705
pedalme,STGCN,DCRNN,0.3,rand,4,12,linear,50,1.2273216247558594,3.089618444442749
pedalme,STGCN,DCRNN,0.3,rand,4,12,nearest,50,1.1982523202896118,3.6472439765930176
pedalme,STGCN,DCRNN,0.4,rand,4,12,cubic,50,1.2447242736816406,4.326897621154785
pedalme,STGCN,DCRNN,0.4,rand,4,12,linear,50,1.2765535116195679,4.652566432952881
pedalme,STGCN,DCRNN,0.4,rand,4,12,nearest,50,1.242854356765747,3.826470136642456
pedalme,STGCN,DCRNN,0.5,rand,4,12,cubic,50,1.395605206489563,3.643458604812622
pedalme,STGCN,DCRNN,0.5,rand,4,12,linear,50,1.2093790769577026,3.6522445678710938
pedalme,STGCN,DCRNN,0.5,rand,4,12,nearest,50,1.2315438985824585,3.6409990787506104
pedalme,STGCN,DCRNN,0.6,rand,4,12,cubic,50,1.3007597923278809,3.6181185245513916
pedalme,STGCN,DCRNN,0.6,rand,4,12,linear,50,1.2000731229782104,3.497285842895508
pedalme,STGCN,DCRNN,0.6,rand,4,12,nearest,50,1.2888708114624023,3.4831600189208984
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.227399230003357,4.485008716583252
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.204148769378662,4.244247198104858
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.2071141004562378,4.487577199935913
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,cubic,50,1.1912024021148682,4.4879138469696045
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,linear,50,1.1782180070877075,4.0669615268707275
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,nearest,50,1.2850960493087769,3.5034663677215576
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,cubic,50,1.2357925176620483,4.387128591537476
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,linear,50,1.2231460809707642,4.414165496826172
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,nearest,50,1.2387418746948242,4.139962196350098
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,cubic,50,1.2507802248001099,3.498337984085083
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,linear,50,1.2609076499938965,3.499652862548828
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,nearest,50,1.250316858291626,3.5161876678466797
pedalme,IT-STGCN,DCRNN,0.6,rand,4,12,cubic,50,1.2411240339279175,3.9490413665771484
pedalme,IT-STGCN,DCRNN,0.6,rand,4,12,linear,50,1.1888480186462402,4.511172294616699
pedalme,IT-STGCN,DCRNN,0.6,rand,4,12,nearest,50,1.2556853294372559,3.5640203952789307
pedalme,STGCN,DCRNN,0,,4,12,,50,1.221588373184204,2.904350757598877
pedalme,STGCN,DCRNN,0,,4,12,,50,1.2240701913833618,2.882429361343384
pedalme,STGCN,DCRNN,0,,4,12,,50,1.227372407913208,2.8924593925476074
pedalme,STGCN,DCRNN,0.3,rand,4,12,cubic,50,1.2272125482559204,3.0050506591796875
pedalme,STGCN,DCRNN,0.3,rand,4,12,linear,50,1.2209677696228027,3.396641969680786
pedalme,STGCN,DCRNN,0.3,rand,4,12,nearest,50,1.2032495737075806,3.5315656661987305
pedalme,STGCN,DCRNN,0.4,rand,4,12,cubic,50,1.2055455446243286,3.6477444171905518
pedalme,STGCN,DCRNN,0.4,rand,4,12,linear,50,1.2163769006729126,3.6459436416625977
pedalme,STGCN,DCRNN,0.4,rand,4,12,nearest,50,1.184617280960083,3.655393123626709
pedalme,STGCN,DCRNN,0.5,rand,4,12,cubic,50,1.297262191772461,3.6404967308044434
pedalme,STGCN,DCRNN,0.5,rand,4,12,linear,50,1.2446306943893433,3.7486209869384766
pedalme,STGCN,DCRNN,0.5,rand,4,12,nearest,50,1.1966878175735474,4.536942720413208
pedalme,STGCN,DCRNN,0.6,rand,4,12,cubic,50,1.2171710729599,3.0993964672088623
pedalme,STGCN,DCRNN,0.6,rand,4,12,linear,50,1.3449057340621948,3.652621269226074
pedalme,STGCN,DCRNN,0.6,rand,4,12,nearest,50,1.2594512701034546,3.6439566612243652
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.1942106485366821,4.458345413208008
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.2046256065368652,4.807768821716309
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.1755590438842773,3.509897232055664
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,cubic,50,1.1653013229370117,3.5250296592712402
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,linear,50,1.2052288055419922,3.5379323959350586
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,nearest,50,1.2272757291793823,3.71066951751709
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,cubic,50,1.2302900552749634,3.7725589275360107
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,linear,50,1.2888296842575073,4.519873380661011
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,nearest,50,1.2197757959365845,4.239666938781738
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,cubic,50,1.2332285642623901,3.5968194007873535
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,linear,50,1.244471549987793,3.551260232925415
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,nearest,50,1.20405113697052,4.426319599151611
pedalme,IT-STGCN,DCRNN,0.6,rand,4,12,cubic,50,1.2235815525054932,4.301391363143921
pedalme,IT-STGCN,DCRNN,0.6,rand,4,12,linear,50,1.2226759195327759,3.5076305866241455
pedalme,IT-STGCN,DCRNN,0.6,rand,4,12,nearest,50,1.2697877883911133,3.7488045692443848
pedalme,STGCN,DCRNN,0,,4,12,,50,1.2156803607940674,3.5619139671325684
pedalme,STGCN,DCRNN,0,,4,12,,50,1.211328148841858,2.9846341609954834
pedalme,STGCN,DCRNN,0,,4,12,,50,1.2045783996582031,3.372788190841675
pedalme,STGCN,DCRNN,0.3,rand,4,12,cubic,50,1.2410755157470703,3.6479811668395996
pedalme,STGCN,DCRNN,0.3,rand,4,12,linear,50,1.197542667388916,3.6388425827026367
pedalme,STGCN,DCRNN,0.3,rand,4,12,nearest,50,1.254888653755188,3.6418845653533936
pedalme,STGCN,DCRNN,0.4,rand,4,12,cubic,50,1.182844877243042,3.623845100402832
pedalme,STGCN,DCRNN,0.4,rand,4,12,linear,50,1.3202383518218994,3.625296115875244
pedalme,STGCN,DCRNN,0.4,rand,4,12,nearest,50,1.2463480234146118,3.631967782974243
pedalme,STGCN,DCRNN,0.5,rand,4,12,cubic,50,1.3046033382415771,3.644334077835083
pedalme,STGCN,DCRNN,0.5,rand,4,12,linear,50,1.2764910459518433,3.6530277729034424
pedalme,STGCN,DCRNN,0.5,rand,4,12,nearest,50,1.2712935209274292,3.6391096115112305
pedalme,STGCN,DCRNN,0.6,rand,4,12,cubic,50,1.3078221082687378,4.137865781784058
pedalme,STGCN,DCRNN,0.6,rand,4,12,linear,50,1.3125437498092651,3.3512356281280518
pedalme,STGCN,DCRNN,0.6,rand,4,12,nearest,50,1.2595677375793457,3.196491003036499
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.1917016506195068,3.952533483505249
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.2069087028503418,3.6472034454345703
pedalme,IT-STGCN,DCRNN,0,,4,12,,50,1.2116632461547852,3.517277479171753
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,cubic,50,1.2242497205734253,3.851489782333374
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,linear,50,1.2384108304977417,4.118873596191406
pedalme,IT-STGCN,DCRNN,0.3,rand,4,12,nearest,50,1.1943762302398682,3.936758041381836
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,cubic,50,1.304371953010559,4.02044939994812
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,linear,50,1.2055202722549438,4.446194648742676
pedalme,IT-STGCN,DCRNN,0.4,rand,4,12,nearest,50,1.2571579217910767,4.5126988887786865
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,cubic,50,1.2378791570663452,4.599992990493774
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,linear,50,1.2464367151260376,4.527863502502441
pedalme,IT-STGCN,DCRNN,0.5,rand,4,12,nearest,50,1.2498712539672852,4.390378952026367
pedalme,IT-STGCN,DCRNN,0.6,rand,4,12,cubic,50,1.2483432292938232,3.611715078353882
pedalme,IT-STGCN,DCRNN,0.6,rand,4,12,linear,50,1.3003613948822021,3.638272285461426
