dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6000900864601135,450.4923429489136
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.5893269181251526,627.8019232749939
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.5974973440170288,486.43794560432434
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.624028742313385,679.3584480285645
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6226781010627747,520.8306715488434
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6345379948616028,670.0142509937286
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.636250913143158,442.90345215797424
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.5996649265289307,618.4013357162476
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6276881098747253,461.6317172050476
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6071546077728271,634.850323677063
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6011359095573425,462.75039291381836
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.609605610370636,656.4876174926758
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6093000173568726,450.78252816200256
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6146259903907776,622.1787405014038
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6057655811309814,500.03525829315186
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6034783124923706,626.295149564743
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.5930868983268738,496.6471254825592
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6238769888877869,643.6932954788208
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6242663860321045,504.7899534702301
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.596429169178009,665.0522150993347
