dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5857726335525513,250.73145961761475
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.123329997062683,362.25058794021606
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.6011526584625244,231.00159788131714
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1777509450912476,350.47217178344727
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5251126289367676,242.4882628917694
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.149982213973999,371.0283262729645
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5052224397659302,252.1789093017578
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.0873749256134033,367.8104455471039
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.4960050582885742,258.98298931121826
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.130388855934143,374.3659465312958
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.6036090850830078,255.54529333114624
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.0956472158432007,365.8986361026764
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.483009934425354,251.40955662727356
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1524940729141235,372.06958532333374
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.6306328773498535,253.20629978179932
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1951444149017334,360.0115933418274
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.4633084535598755,248.70682978630066
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1282000541687012,369.0841999053955
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5193067789077759,270.79023718833923
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1649858951568604,367.18784737586975
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.492775559425354,253.90439105033875
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1657912731170654,371.76150488853455
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5197243690490723,249.4178273677826
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1202166080474854,352.7109842300415
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.6055777072906494,254.90648818016052
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1238822937011719,363.13870668411255
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5392098426818848,254.296302318573
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1173608303070068,372.87100529670715
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.6483542919158936,252.24242091178894
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1372538805007935,375.90534257888794
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.4806888103485107,256.4448592662811
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.0852972269058228,373.2032811641693
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.589991807937622,254.79361414909363
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.090224027633667,363.5351252555847
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.563706874847412,258.7435429096222
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1103997230529785,360.66460061073303
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5028966665267944,251.42875981330872
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1194700002670288,345.7875783443451
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.4690616130828857,238.29269695281982
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1232337951660156,365.9441273212433
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5972739458084106,252.6339943408966
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1520293951034546,364.2747449874878
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.602763056755066,253.39412260055542
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1004337072372437,366.7816364765167
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5248017311096191,257.4155809879303
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1621075868606567,368.65268182754517
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5114308595657349,291.10879397392273
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1579411029815674,368.74753308296204
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.4864064455032349,251.3999605178833
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.0844396352767944,368.73838090896606
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5274055004119873,256.6306383609772
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1594460010528564,364.7674808502197
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.552938461303711,253.94974732398987
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1325962543487549,369.0613663196564
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5842877626419067,248.869291305542
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.127153754234314,356.05162501335144
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.5304385423660278,261.1272437572479
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.1049761772155762,364.7940146923065
monte,STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.6317474842071533,251.8803505897522
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,linear,50,1.0806927680969238,369.1054618358612
