dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7284612655639648,245.8938102722168
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7451266050338745,244.44964861869812
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,150,2.0977039337158203,244.81085872650146
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,150,2.4082062244415283,260.7646584510803
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,150,2.433806896209717,261.2309510707855
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,150,2.840230941772461,261.5906264781952
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7357692122459412,296.1458463668823
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7542779445648193,293.78130412101746
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,150,1.1852905750274658,294.01657700538635
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,150,1.2517859935760498,294.550532579422
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,150,1.4233343601226807,294.18541502952576
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,150,1.349999189376831,294.4310791492462
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7350717186927795,264.16046142578125
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7500880360603333,264.30306100845337
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,150,2.0262060165405273,263.92378520965576
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,150,2.37239146232605,265.04126167297363
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,150,2.10810923576355,265.0617461204529
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,150,2.504228115081787,264.5141353607178
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7414887547492981,294.66242480278015
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7351391911506653,294.35016989707947
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,150,1.2262903451919556,293.4456777572632
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,150,1.2277992963790894,294.27815079689026
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,150,1.2642611265182495,294.4257788658142
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,150,1.2959007024765015,294.0550124645233
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7506412863731384,264.97974038124084
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7484050989151001,264.04451727867126
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,150,1.8179330825805664,263.8893871307373
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,150,2.120236873626709,264.4160268306732
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,150,2.5309174060821533,264.3323976993561
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,150,2.6159284114837646,264.5398967266083
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7383155822753906,293.8612070083618
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7425627112388611,293.4704701900482
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,150,1.2464187145233154,293.8065752983093
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,150,1.0739296674728394,294.83176946640015
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,150,1.3398760557174683,293.54433131217957
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,150,1.2928978204727173,293.58570432662964
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7429580688476562,264.61996722221375
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7345938682556152,264.08732748031616
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,150,2.034667491912842,264.3519296646118
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,150,2.308931827545166,318.89550137519836
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,150,2.330087423324585,291.2625505924225
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,150,2.6446471214294434,313.12135887145996
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7390573620796204,322.3224444389343
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7572407126426697,329.0783896446228
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,150,1.2351731061935425,331.51836109161377
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,150,1.1848435401916504,318.9589807987213
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,150,1.3946202993392944,332.0172276496887
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,150,1.3054157495498657,336.05260610580444
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7506995797157288,304.52231884002686
fivenodes,STGCN,GConvGRU,0,,2,12,,150,0.7426712512969971,317.8474726676941
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,150,2.24231219291687,318.5420229434967
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,150,2.343773365020752,301.8606240749359
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,150,2.3692476749420166,316.11083149909973
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,150,2.6756930351257324,314.05893182754517
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7483429908752441,317.9872303009033
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,150,0.7490766048431396,320.08013010025024
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,150,1.1347508430480957,321.20247530937195
