dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7946193218231201,258.35833716392517
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.761852502822876,393.0468626022339
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7706962823867798,259.6432342529297
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7470348477363586,380.2613537311554
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.8865863680839539,244.72186708450317
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7675478458404541,379.09803223609924
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7547022700309753,240.61265087127686
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.8438376784324646,373.750440120697
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.8614506721496582,246.30840873718262
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.8053683042526245,375.88301849365234
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.8314423561096191,261.44564414024353
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.741730809211731,392.2989342212677
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.8200151324272156,251.7962052822113
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7395550608634949,389.74796772003174
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7755299210548401,251.6569344997406
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7587394714355469,385.61998534202576
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7546719908714294,250.48926424980164
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7420734763145447,370.7962908744812
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.8431892395019531,255.3888862133026
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7415336966514587,376.7223060131073
