dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7205175161361694,110.13618755340576
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7236623167991638,108.11945724487305
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.8011516332626343,109.68477940559387
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,50,2.3996825218200684,122.05153799057007
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,50,2.173924684524536,122.05770969390869
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,50,2.592233896255493,122.41782140731812
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.731062114238739,142.46866130828857
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.7389010190963745,150.61121582984924
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.1259013414382935,141.6081244945526
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,50,1.1513335704803467,146.1488254070282
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,1.5665055513381958,138.5541672706604
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,50,1.3518420457839966,142.45469284057617
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7269906401634216,115.15485525131226
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7268159985542297,119.13906669616699
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.8853106498718262,122.73626565933228
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,50,2.283252239227295,116.92934465408325
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,50,2.449306011199951,159.24078106880188
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,50,2.3963279724121094,159.0672914981842
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.7406014800071716,150.0951681137085
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.7304171919822693,146.00387120246887
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.1765893697738647,162.37331628799438
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,50,1.2266944646835327,145.94407558441162
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,1.2990946769714355,136.6744270324707
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,50,1.3824673891067505,138.1214997768402
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7348849773406982,122.80707883834839
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7246477007865906,122.52578592300415
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.8266340494155884,122.5856602191925
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,50,2.3284835815429688,123.10089039802551
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,50,2.253178596496582,123.64410591125488
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,50,2.6713266372680664,122.50742268562317
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.7318602204322815,142.05656099319458
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.7288020253181458,141.7657561302185
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.2103959321975708,144.7276382446289
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,50,1.1345912218093872,141.2614963054657
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,1.319166898727417,142.79891777038574
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,50,1.2548940181732178,140.44543075561523
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7280767560005188,124.40593910217285
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7303779721260071,123.73611426353455
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.8064250946044922,123.05405402183533
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,50,2.232387065887451,123.74094700813293
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,50,2.4228479862213135,123.58315801620483
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,50,2.539435625076294,123.79301023483276
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.7341403365135193,139.78518533706665
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.7402831315994263,147.07186579704285
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.1173880100250244,166.7080409526825
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,50,1.110787272453308,144.1365213394165
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,1.3048524856567383,139.76515579223633
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,50,1.3002355098724365,142.8031804561615
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7359703779220581,123.31952214241028
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.730423629283905,121.86868476867676
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.7716315984725952,121.68865466117859
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,50,2.0882487297058105,121.6583743095398
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,50,2.2891287803649902,119.37571239471436
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,nearest,50,2.6921443939208984,117.0902111530304
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.7292965650558472,161.04271411895752
fivenodes,IT-STGCN,GConvGRU,0,,2,12,,50,0.739123523235321,142.8027036190033
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.1693464517593384,152.25913166999817
fivenodes,IT-STGCN,GConvGRU,0.7,rand,2,12,nearest,50,1.1404109001159668,136.86853218078613
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,1.4290459156036377,139.58308291435242
fivenodes,IT-STGCN,GConvGRU,0.8,rand,2,12,nearest,50,1.505202293395996,148.92404413223267
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7291271090507507,143.89554619789124
fivenodes,STGCN,GConvGRU,0,,2,12,,50,0.7341337203979492,124.18706750869751
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,linear,50,1.8301811218261719,123.31455993652344
fivenodes,STGCN,GConvGRU,0.7,rand,2,12,nearest,50,2.45851731300354,122.61562442779541
fivenodes,STGCN,GConvGRU,0.8,rand,2,12,linear,50,2.3227779865264893,122.32376718521118
