dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse
chickenpox,STGCN,GConvGRU,0.3,rand,4,24.0,cubic,50.0,1.053202509880066
chickenpox,STGCN,GConvGRU,0.3,rand,4,32.0,linear,50.0,1.0517456531524658
chickenpox,STGCN,GConvGRU,0.3,rand,4,32.0,cubic,50.0,1.0694708824157717
chickenpox,IT-STGCN,GConvGRU,0.3,rand,4,16.0,linear,50.0,1.022150635719299
chickenpox,IT-STGCN,GConvGRU,0.3,rand,4,16.0,cubic,50.0,1.0199806690216064
chickenpox,IT-STGCN,GConvGRU,0.3,rand,4,24.0,linear,50.0,1.016215205192566
chickenpox,IT-STGCN,GConvGRU,0.3,rand,4,24.0,cubic,50.0,1.014988899230957
chickenpox,IT-STGCN,GConvGRU,0.3,rand,4,32.0,linear,50.0,1.016712307929993
chickenpox,IT-STGCN,GConvGRU,0.3,rand,4,32.0,cubic,50.0,1.0176851749420166
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0343644618988037
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.146570324897766
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0518132448196411
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.1115400791168213
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0674892663955688
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.1169902086257937
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0226539373397827
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0261595249176023
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.00505793094635
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0169402360916138
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0388227701187134
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0261831283569336
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0623801946640017
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.1046234369277954
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0597939491271973
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.1134222745895386
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0492603778839111
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0969561338424685
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0268343687057495
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0139663219451904
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0189179182052612
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.035902500152588
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0271549224853516
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0380014181137085
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.037628173828125
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0997235774993896
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0482912063598633
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.072396159172058
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0435110330581665
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.1050641536712646
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.017430543899536
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.013230562210083
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.005310297012329
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0512032508850098
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0310275554656982
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0137009620666504
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0602431297302246
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0491795539855957
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0599271059036257
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0803980827331543
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.044292449951172
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0951769351959229
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.009628415107727
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0334657430648804
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0269204378128052
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0353976488113403
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0337902307510376
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.012777328491211
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0401982069015503
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.100125074386597
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0606181621551514
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.101689338684082
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0440561771392822
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0752625465393066
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0202420949935913
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.024677872657776
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0213892459869385
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0268614292144775
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0377787351608276
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0306912660598757
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0479326248168943
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0555373430252075
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0533368587493896
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0713526010513306
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.054681658744812
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0801178216934204
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0189344882965088
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0051316022872925
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0158309936523438
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.027963638305664
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,0.990231454372406
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0449659824371338
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0171806812286377
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0923497676849363
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0612577199935913
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.152068853378296
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0465846061706543
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0810352563858032
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0135042667388916
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0131934881210327
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0126036405563354
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.02061665058136
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0235910415649414
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0293935537338257
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0583322048187256
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0704394578933716
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0418370962142944
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0746208429336548
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0568571090698242
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.1893364191055298
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0164233446121216
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.025659441947937
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,0.9942439198493958
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0423376560211182
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.025740623474121
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0430270433425903
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0297456979751587
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0868051052093506
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0741780996322632
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0803980827331543
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0682286024093628
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0972801446914673
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0172302722930908
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0308175086975098
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.008440375328064
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.03230082988739
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.027292251586914
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0362287759780884
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.043987512588501
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.067550539970398
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.055341362953186
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.1042102575302124
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.048763394355774
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0983161926269531
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0046676397323608
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0214929580688477
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0133206844329834
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0416005849838257
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.005781888961792
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.002981662750244
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.039795994758606
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0615099668502808
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.05137836933136
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.1088536977767944
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0579216480255127
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.1222951412200928
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0377594232559204
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0266321897506714
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0430606603622437
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0224838256835938
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0418528318405151
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.035086154937744
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0584890842437744
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0327976942062378
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0716115236282349
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.1007485389709473
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0729894638061523
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.078621506690979
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.032030701637268
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.018941044807434
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.040488600730896
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0412981510162354
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.054676175117493
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.036150336265564
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0472817420959473
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0846102237701416
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0571211576461792
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0981699228286743
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0467000007629397
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0906871557235718
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.025524377822876
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0100712776184082
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0230185985565186
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0222967863082886
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0335700511932373
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0092194080352783
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0482558012008667
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.080212116241455
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0452688932418823
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0844945907592771
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0639749765396118
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.084171175956726
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0330045223236084
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.024285912513733
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0153708457946775
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0265841484069824
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0371663570404053
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.00983464717865
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0615241527557373
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.1419845819473269
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.046320915222168
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.1051967144012451
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0815961360931396
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.116157054901123
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0219022035598757
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,0.9937002062797546
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0190900564193726
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.022579550743103
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.027055263519287
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0268962383270264
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0509649515151978
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0823451280593872
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0458452701568604
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0810712575912476
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.062015414237976
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0703390836715698
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.020333170890808
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0244520902633667
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0210013389587402
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0361788272857666
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0252978801727295
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.025865912437439
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0697530508041382
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0602492094039917
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0293132066726685
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0678308010101318
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0596779584884644
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.073943018913269
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0396080017089844
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0295368432998655
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0193294286727903
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0300331115722656
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.02816641330719
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0401320457458496
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0728697776794434
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.1226463317871094
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.082643985748291
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.1100316047668457
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.03733491897583
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.09131920337677
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0259170532226562
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0317412614822388
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0046364068984983
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,0.9947807788848876
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0457746982574463
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0080946683883667
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.035139799118042
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0699119567871094
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0760283470153809
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0991002321243286
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.097135066986084
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.092747449874878
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0223850011825562
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0197181701660156
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0292831659317017
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.00856351852417
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0170787572860718
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.017168641090393
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0652260780334473
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.11558735370636
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0248725414276123
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0720832347869873
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0348706245422363
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.140897512435913
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.006022810935974
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.026756763458252
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0065258741378784
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.025138258934021
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0230525732040403
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0457032918930054
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0780447721481323
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0777844190597534
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0502454042434692
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0625560283660889
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.061108112335205
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.086342215538025
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0113413333892822
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0165585279464722
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0341010093688965
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0248732566833496
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0097770690917969
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0108363628387451
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0547291040420532
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0801239013671875
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0426958799362185
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0966219902038574
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0586514472961426
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.092225193977356
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0239852666854858
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0222854614257812
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.024585485458374
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0147594213485718
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0295478105545044
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.016986846923828
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.04242742061615
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0826685428619385
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.0751194953918457
chickenpox,STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.107633113861084
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.037436842918396
chickenpox,STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.0961209535598757
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.034980535507202
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,16.0,cubic,50.0,1.0279804468154907
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,linear,50.0,1.021587371826172
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,24.0,cubic,50.0,1.0214509963989258
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,linear,50.0,1.0132838487625122
chickenpox,IT-STGCN,GConvGRU,0.4,rand,4,32.0,cubic,50.0,1.052724838256836
chickenpox,STGCN,GConvGRU,0.4,rand,4,16.0,linear,50.0,1.0656654834747314
