dataset,method,mrate,mtype,lags,nof_filters,batch_size,inter_method,epoch,mse,calculation_time
0829fivenodes,STGCN,0.7,rand,8,12,64,linear,30,1.3546067476272583,32.73441195487976
0829fivenodes,IT-STGCN,0.7,rand,8,12,64,linear,30,1.3722378015518188,88.57582545280457
