dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7833742499351501,249.6479525566101
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7379549741744995,374.21529603004456
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7554309964179993,255.6774764060974
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7322920560836792,393.2420392036438
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7867871522903442,250.51068663597107
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7459134459495544,390.7361407279968
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7892874479293823,258.95792746543884
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7686986327171326,382.2397961616516
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7539780735969543,262.5673806667328
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7445230484008789,392.1616425514221
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.9379289150238037,255.76004648208618
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7929262518882751,376.0443034172058
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7526957392692566,240.41310501098633
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7466287016868591,372.34142994880676
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7700484395027161,246.4314830303192
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7326237559318542,383.57897758483887
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7469757199287415,265.7961895465851
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.750712513923645,388.6823377609253
wikimath,STGCN,DCRNN,0.3,rand,8,12,linear,50,0.7638341784477234,251.95875573158264
wikimath,IT-STGCN,DCRNN,0.3,rand,8,12,linear,50,0.740142285823822,392.2941851615906
