dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,lr,mse,calculation_time
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1886731386184692,40.854511737823486
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2378562688827515,27.255722999572754
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1557817459106445,45.622822761535645
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.1804537773132324,37.10349082946777
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.251204490661621,39.15147137641907
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.218709111213684,29.417718648910522
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1805815696716309,43.25848340988159
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2785428762435913,38.06932187080383
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1673346757888794,34.315484046936035
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2279661893844604,31.61716341972351
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1509325504302979,44.630143880844116
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2161500453948975,32.84971284866333
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2510838508605957,42.45125722885132
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.3456379175186157,34.3864586353302
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1388581991195679,46.005027532577515
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.3155431747436523,32.05128812789917
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2839577198028564,33.68113827705383
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.254172921180725,27.355581283569336
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1842849254608154,50.895336389541626
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.50276517868042,35.8625967502594
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1685295104980469,35.15723943710327
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.3021794557571411,29.78140139579773
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1551499366760254,47.51121926307678
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2199221849441528,36.81494426727295
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2139768600463867,36.77681040763855
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.3655248880386353,30.65203332901001
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1453107595443726,43.79444336891174
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2442492246627808,34.62010431289673
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2382255792617798,37.95120716094971
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.351232647895813,36.65840983390808
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1824041604995728,43.63528251647949
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2121549844741821,30.873188734054565
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1590418815612793,52.71191382408142
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.3277716636657715,31.002651691436768
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2087678909301758,40.58899664878845
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.3178105354309082,32.70727467536926
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.185550570487976,37.496766805648804
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2512797117233276,31.047302722930908
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1991139650344849,41.14573264122009
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2147612571716309,30.235166311264038
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2129377126693726,49.47304582595825
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2243443727493286,34.28772521018982
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2652727365493774,46.52160334587097
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2714372873306274,34.95480537414551
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2468851804733276,33.34884810447693
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.2594681978225708,27.560006856918335
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2298407554626465,44.03479504585266
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.342963457107544,32.94207191467285
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2839666604995728,39.50417709350586
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.301944613456726,30.442139387130737
fivenodes,IT-STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.1779050827026367,45.154325008392334
fivenodes,IT-STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.3119497299194336,36.03983449935913
fivenodes,STGCN,GConvGRU,0.125,block,2,12,linear,50,0.01,1.2074687480926514,40.26252865791321
fivenodes,STGCN,GConvLSTM,0.125,block,2,12,linear,50,0.01,1.3374906778335571,34.442803382873535
