dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7566799521446228,217.54286408424377
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7429084181785583,296.33492279052734
wikimath,STGCN,DCRNN,0,,8,12,,50,0.9261013865470886,220.5058298110962
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7665715217590332,338.8927872180939
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7925465703010559,221.58816623687744
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.6924474835395813,305.6161665916443
wikimath,STGCN,DCRNN,0,,8,12,,50,0.9059091806411743,182.6658399105072
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.780966579914093,328.39504075050354
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7586089968681335,173.13819456100464
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7928188443183899,305.8430714607239
wikimath,STGCN,DCRNN,0,,8,12,,50,0.8215945959091187,231.06789469718933
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.8639051914215088,350.2892224788666
wikimath,STGCN,DCRNN,0,,8,12,,50,0.8246922492980957,203.19346618652344
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.742615818977356,342.58641290664673
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7930737733840942,169.51271176338196
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7803773880004883,317.9822177886963
wikimath,STGCN,DCRNN,0,,8,12,,50,0.8138934969902039,225.78761744499207
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.8230920433998108,331.0620210170746
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7722806334495544,212.56878304481506
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7585873007774353,356.1371328830719
