dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,lr,mse,calculation_time
pedalme,STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.453802227973938,4.811820983886719
pedalme,STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.6524921655654907,7.037987947463989
pedalme,STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.3068296909332275,15.27470588684082
pedalme,STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.2557158470153809,4.42163872718811
pedalme,STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.2671103477478027,1.958972454071045
pedalme,STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5572932958602905,4.088613986968994
pedalme,STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.510528564453125,5.594602346420288
pedalme,STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.2633261680603027,2.975001811981201
pedalme,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.752978801727295,10.554891586303711
pedalme,IT-STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.3607087135314941,6.725656747817993
pedalme,IT-STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.6099414825439453,8.188966274261475
pedalme,IT-STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.411984920501709,21.56429648399353
pedalme,IT-STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.221876859664917,5.096631765365601
pedalme,IT-STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.4510146379470825,3.1966123580932617
pedalme,IT-STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.8665101528167725,5.701108455657959
pedalme,IT-STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.5760420560836792,6.561933755874634
pedalme,IT-STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.628807544708252,3.1385505199432373
pedalme,STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.768652081489563,5.950744867324829
pedalme,STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.4765974283218384,3.5211286544799805
pedalme,STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.6634513139724731,4.343659400939941
pedalme,STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.3578218221664429,6.928133487701416
pedalme,STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.2961355447769165,3.1759395599365234
pedalme,STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.2792304754257202,1.218024730682373
pedalme,STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5489033460617065,2.8463122844696045
pedalme,STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.6410679817199707,4.291984558105469
pedalme,STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.3267558813095093,2.620337724685669
pedalme,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.4269623756408691,7.2007691860198975
pedalme,IT-STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.6644208431243896,5.351030349731445
pedalme,IT-STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.493896722793579,5.059736251831055
pedalme,IT-STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.4000122547149658,4.944838047027588
pedalme,IT-STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.2570234537124634,3.2891335487365723
pedalme,IT-STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.2696484327316284,1.9413530826568604
pedalme,IT-STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.3926435708999634,4.4961936473846436
pedalme,IT-STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.4690921306610107,5.220669746398926
pedalme,IT-STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.3302236795425415,3.352447032928467
pedalme,STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.6398886442184448,7.890570640563965
pedalme,STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.4742532968521118,3.8048806190490723
pedalme,STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.5746560096740723,4.301239967346191
pedalme,STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.32184636592865,6.303234338760376
pedalme,STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.2910658121109009,3.173994779586792
pedalme,STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.4666416645050049,1.4209415912628174
pedalme,STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5391662120819092,2.5418567657470703
pedalme,STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.5967106819152832,3.61086106300354
pedalme,STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.3211749792099,1.8625385761260986
pedalme,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.537750244140625,9.408363580703735
pedalme,IT-STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.4094194173812866,7.2696733474731445
pedalme,IT-STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.3572514057159424,7.856866359710693
pedalme,IT-STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.3354945182800293,15.719558238983154
pedalme,IT-STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.2849019765853882,5.680868625640869
pedalme,IT-STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.4453448057174683,3.3645567893981934
pedalme,IT-STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5025373697280884,5.494202613830566
pedalme,IT-STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.6306936740875244,7.4227094650268555
pedalme,IT-STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.2941985130310059,5.259343862533569
pedalme,STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.633070707321167,9.586663007736206
pedalme,STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.5576564073562622,5.25459885597229
pedalme,STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.5451653003692627,6.170113563537598
pedalme,STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.32613205909729,16.60040044784546
pedalme,STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.273814082145691,5.310929775238037
pedalme,STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.4510635137557983,2.220350742340088
pedalme,STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5679874420166016,4.258354663848877
pedalme,STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.703552007675171,6.0900187492370605
pedalme,STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.3749229907989502,3.262913227081299
pedalme,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.6275988817214966,11.020013093948364
pedalme,IT-STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.4060231447219849,8.192656517028809
pedalme,IT-STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.6166115999221802,8.061014652252197
pedalme,IT-STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.5151259899139404,12.506885528564453
pedalme,IT-STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.2065895795822144,5.785855293273926
pedalme,IT-STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.4877313375473022,2.9410805702209473
pedalme,IT-STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5101768970489502,4.443208932876587
pedalme,IT-STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.5631400346755981,6.367376089096069
pedalme,IT-STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.2791271209716797,4.9879186153411865
pedalme,STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.5880045890808105,7.970403671264648
pedalme,STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.4179766178131104,5.046005964279175
pedalme,STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.6302820444107056,6.7379209995269775
pedalme,STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.4304026365280151,17.597328662872314
pedalme,STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.3066319227218628,3.9460740089416504
pedalme,STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.2989028692245483,1.725295066833496
pedalme,STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5662167072296143,4.131548166275024
pedalme,STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.6980316638946533,6.11735725402832
pedalme,STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.3313745260238647,3.6086127758026123
pedalme,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.445012092590332,13.0290207862854
pedalme,IT-STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.6399555206298828,7.820323467254639
pedalme,IT-STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.4215219020843506,7.317720890045166
pedalme,IT-STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.4390883445739746,46.408170223236084
pedalme,IT-STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.2690987586975098,5.748472213745117
pedalme,IT-STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.3115242719650269,3.1827423572540283
pedalme,IT-STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5678514242172241,5.520988464355469
pedalme,IT-STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.5543911457061768,6.944406032562256
pedalme,IT-STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.3312299251556396,4.461688995361328
pedalme,STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.7637861967086792,9.29256558418274
pedalme,STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.5293875932693481,5.245365619659424
pedalme,STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.6472883224487305,5.948417663574219
pedalme,STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.3806205987930298,13.747077941894531
pedalme,STGCN,TGCN,0.8,rand,2,12,linear,50,0.01,1.2290929555892944,4.030008792877197
pedalme,STGCN,EvolveGCNO,0.8,rand,2,12,linear,50,0.01,1.1992590427398682,1.9467723369598389
pedalme,STGCN,GCLSTM,0.8,rand,2,12,linear,50,0.01,1.5710521936416626,3.616149425506592
pedalme,STGCN,LRGCN,0.8,rand,2,12,linear,50,0.01,1.5905578136444092,5.104145050048828
pedalme,STGCN,EvolveGCNH,0.8,rand,2,12,linear,50,0.01,1.2016699314117432,3.0189220905303955
pedalme,IT-STGCN,GConvGRU,0.8,rand,2,12,linear,50,0.01,1.4285757541656494,10.877695560455322
pedalme,IT-STGCN,DCRNN,0.8,rand,2,12,linear,50,0.01,1.3812745809555054,7.196805715560913
pedalme,IT-STGCN,GConvLSTM,0.8,rand,2,12,linear,50,0.01,1.4043021202087402,7.879580497741699
pedalme,IT-STGCN,MPNNLSTM,0.8,rand,2,12,linear,50,0.01,1.5190082788467407,18.286702871322632
