dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
chickenpox,GNAR,0.0239808153477218,block,2,,cubic,,1.1427080631256104,0.0295419692993164
chickenpox,STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0132105350494385,10.248839378356934
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9893401861190796,11.263080358505247
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,0.9948489665985109,11.59199833869934
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9955480694770812,10.738062620162964
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0050408840179443,10.61193346977234
chickenpox,STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.994278073310852,10.547032594680786
chickenpox,STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,1.000709891319275,10.335345983505247
chickenpox,STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9888872504234314,9.685096502304075
chickenpox,STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0069046020507812,9.99190640449524
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9950424432754515,11.12429904937744
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,0.9954134225845336,11.037269115447998
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9862938523292542,11.13741135597229
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.010822296142578,11.132615089416504
chickenpox,STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.988940417766571,9.970619440078735
chickenpox,STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,1.0007067918777466,10.436216354370115
chickenpox,STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9954204559326172,9.67402982711792
chickenpox,STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.008938193321228,9.522618532180786
chickenpox,STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9913584589958192,9.536964654922484
chickenpox,STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,1.003793239593506,10.18409776687622
chickenpox,STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9838101863861084,10.199010372161863
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0004189014434814,11.040822982788086
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,0.9941431879997252,11.84091305732727
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.997875988483429,10.83531141281128
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0018746852874756,11.045001745224
chickenpox,STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.990367352962494,10.23204755783081
chickenpox,STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,0.998830020427704,10.120988130569458
chickenpox,STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9973174929618835,9.82239842414856
chickenpox,STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0108221769332886,9.82338833808899
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.986758291721344,11.503950357437134
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9976043701171876,11.64684557914734
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,0.9918269515037536,11.387880325317385
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.019623041152954,10.876538276672363
chickenpox,STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9884138703346252,10.13243532180786
chickenpox,STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,1.0029757022857666,9.453713178634644
chickenpox,STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9889814853668212,9.861572980880736
chickenpox,STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0167205333709717,10.243355751037598
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9901987910270692,11.116546392440796
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,0.9968582391738892,11.382473468780518
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9902119636535645,11.098573446273804
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,linear,5.0,1.0034488439559937,11.078877687454224
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.992741882801056,11.366390466690063
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,1.000476598739624,10.894712448120115
chickenpox,STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9885451197624208,10.35524606704712
chickenpox,IT-STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0022897720336914,11.344547271728516
chickenpox,STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9860010147094728,10.41684365272522
chickenpox,STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,0.9926113486289978,10.420395612716677
chickenpox,STGCN,0.0119904076738609,block,2,4.0,linear,5.0,0.9957094788551332,9.390730381011965
chickenpox,STGCN,0.0119904076738609,block,2,4.0,cubic,5.0,1.0040665864944458,9.808156728744509
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,linear,5.0,0.9962702989578248,11.561923503875732
chickenpox,IT-STGCN,0.0119904076738609,block,2,12.0,cubic,5.0,1.0045536756515503,11.537485599517822
