dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7351237535476685,254.93701267242432
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.9030486345291138,390.3668050765991
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7981663346290588,254.50537657737732
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7303086519241333,393.7198398113251
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7418007850646973,249.15943264961243
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7184419631958008,380.12047505378723
wikimath,STGCN,DCRNN,0,,8,12,,50,0.9145352840423584,244.87266325950623
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7278144955635071,373.01897978782654
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7836416959762573,244.23798203468323
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7279114127159119,370.026070356369
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7562819719314575,239.53832054138184
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7272226214408875,374.70972967147827
wikimath,STGCN,DCRNN,0,,8,12,,50,0.8477804660797119,260.13665318489075
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7920600771903992,385.17568850517273
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7790933847427368,248.61715245246887
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.8735195398330688,389.2661826610565
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7901118397712708,251.58089399337769
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.8506304025650024,385.670845746994
wikimath,STGCN,DCRNN,0,,8,12,,50,0.7262476086616516,249.7859547138214
wikimath,IT-STGCN,DCRNN,0,,8,12,,50,0.7457903027534485,373.6899106502533
