dataset,method,mrate,mtype,lags,nof_filters,batch_size,inter_method,epoch,mse,calculation_time
0829fivenodes,STGCN,0.7,rand,8,12,32,linear,20,1.4328885078430176,14.75020146369934
0829fivenodes,IT-STGCN,0.7,rand,8,12,32,linear,20,1.2852426767349243,95.7786967754364
