dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.2427436113357544,5.181197881698608
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.244699239730835,5.132405519485474
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.2981096506118774,5.116302967071533
pedalme,STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.750246286392212,5.488410472869873
pedalme,STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.550077199935913,5.4032347202301025
pedalme,STGCN,GConvGRU,0.3,rand,4,12,nearest,50,1.5982756614685059,5.418937921524048
pedalme,STGCN,GConvGRU,0.4,rand,4,12,cubic,50,1.9128180742263794,5.523799896240234
pedalme,STGCN,GConvGRU,0.4,rand,4,12,linear,50,1.2565922737121582,5.574074029922485
pedalme,STGCN,GConvGRU,0.4,rand,4,12,nearest,50,1.456246256828308,5.466853141784668
pedalme,STGCN,GConvGRU,0.5,rand,4,12,cubic,50,1.9929139614105225,5.460730314254761
pedalme,STGCN,GConvGRU,0.5,rand,4,12,linear,50,1.8710722923278809,5.333130121231079
pedalme,STGCN,GConvGRU,0.5,rand,4,12,nearest,50,1.5967243909835815,5.429594039916992
pedalme,STGCN,GConvGRU,0.6,rand,4,12,cubic,50,2.6081604957580566,5.525434255599976
pedalme,STGCN,GConvGRU,0.6,rand,4,12,linear,50,1.6405223608016968,5.461424827575684
pedalme,STGCN,GConvGRU,0.6,rand,4,12,nearest,50,1.6527836322784424,5.418015480041504
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.322466492652893,6.119858026504517
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.1236176490783691,6.000545024871826
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.2094838619232178,6.095824241638184
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.2111691236495972,6.043415546417236
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.5126926898956299,6.066588878631592
