dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.2453315258026123,6.113271951675415
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.294905424118042,5.36925482749939
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.2253955602645874,6.224142551422119
pedalme,STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.4300833940505981,6.952693939208984
pedalme,STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.2402609586715698,6.723965644836426
pedalme,STGCN,GConvGRU,0.3,rand,4,12,nearest,50,1.2395256757736206,6.972188949584961
pedalme,STGCN,GConvGRU,0.4,rand,4,12,cubic,50,1.265518069267273,6.831705093383789
pedalme,STGCN,GConvGRU,0.4,rand,4,12,linear,50,1.3459769487380981,6.965288877487183
pedalme,STGCN,GConvGRU,0.4,rand,4,12,nearest,50,1.361142873764038,6.973611116409302
pedalme,STGCN,GConvGRU,0.5,rand,4,12,cubic,50,1.8181501626968384,6.976440668106079
pedalme,STGCN,GConvGRU,0.5,rand,4,12,linear,50,1.3285977840423584,6.9666688442230225
pedalme,STGCN,GConvGRU,0.5,rand,4,12,nearest,50,1.4016411304473877,6.976916313171387
pedalme,STGCN,GConvGRU,0.6,rand,4,12,cubic,50,1.3052940368652344,6.986062288284302
pedalme,STGCN,GConvGRU,0.6,rand,4,12,linear,50,1.2944886684417725,6.761958599090576
pedalme,STGCN,GConvGRU,0.6,rand,4,12,nearest,50,1.3912705183029175,5.962373495101929
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.2109860181808472,8.17423701286316
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.266336441040039,7.314371824264526
pedalme,IT-STGCN,GConvGRU,0,,4,12,,50,1.3006987571716309,6.910495042800903
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.2608650922775269,7.871539115905762
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.3310102224349976,8.041221857070923
pedalme,IT-STGCN,GConvGRU,0.3,rand,4,12,nearest,50,1.2500615119934082,6.3575119972229
pedalme,IT-STGCN,GConvGRU,0.4,rand,4,12,cubic,50,1.406479001045227,7.018365144729614
pedalme,IT-STGCN,GConvGRU,0.4,rand,4,12,linear,50,1.1864416599273682,10.746383905410767
pedalme,IT-STGCN,GConvGRU,0.4,rand,4,12,nearest,50,1.1799261569976807,8.633286476135254
pedalme,IT-STGCN,GConvGRU,0.5,rand,4,12,cubic,50,1.2498234510421753,7.086824893951416
pedalme,IT-STGCN,GConvGRU,0.5,rand,4,12,linear,50,1.3307541608810425,7.560694932937622
pedalme,IT-STGCN,GConvGRU,0.5,rand,4,12,nearest,50,1.2750701904296875,8.7026948928833
pedalme,IT-STGCN,GConvGRU,0.6,rand,4,12,cubic,50,1.205458164215088,8.375953197479248
pedalme,IT-STGCN,GConvGRU,0.6,rand,4,12,linear,50,1.3317991495132446,7.54572057723999
pedalme,IT-STGCN,GConvGRU,0.6,rand,4,12,nearest,50,1.2390421628952026,7.484163045883179
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.2840988636016846,5.760693311691284
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.1753766536712646,6.344665765762329
pedalme,STGCN,GConvGRU,0,,4,12,,50,1.2731455564498901,6.020066738128662
pedalme,STGCN,GConvGRU,0.3,rand,4,12,cubic,50,1.2526118755340576,7.0495617389678955
pedalme,STGCN,GConvGRU,0.3,rand,4,12,linear,50,1.2603548765182495,7.069084882736206
