dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,lr,mse,calculation_time
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,3.1472854614257812,117.29794335365295
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.1466642618179321,73.43002510070801
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,1.8893274068832397,151.71168208122253
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.106389045715332,89.27401041984558
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,1.444415807723999,129.2107343673706
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.0757032632827759,71.24115037918091
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,2.720294713973999,154.3915400505066
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.2922927141189575,87.44998598098755
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,2.3674678802490234,158.1191861629486
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.0834109783172607,72.28301310539246
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,3.0950303077697754,149.74354910850525
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.0398216247558594,91.9073588848114
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,6.2231340408325195,132.3976411819458
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.0210720300674438,77.40684628486633
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,3.0252695083618164,150.62001132965088
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.1425069570541382,93.0384750366211
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,2.7383666038513184,131.29024934768677
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.1368117332458496,83.09547543525696
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,2.095395803451538,150.15706133842468
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.146533727645874,93.34028434753418
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,1.0341556072235107,130.73361492156982
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.1698883771896362,76.22585582733154
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,1.5347709655761719,156.46623516082764
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.0493823289871216,99.26629996299744
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,2.460054397583008,127.71071171760559
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.1243383884429932,72.72119736671448
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,4.405756950378418,154.14470744132996
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.1683834791183472,94.19268560409546
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,3.8582963943481445,130.54190683364868
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.0700711011886597,80.29425740242004
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,2.2163844108581543,151.33010387420654
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.1548224687576294,90.10165143013
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,1.220776081085205,129.01444101333618
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.3572458028793335,74.0728006362915
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,0.9616109132766724,154.14943146705627
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.0843439102172852,88.66229057312012
chickenpox,STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,34.441795349121094,132.02555584907532
chickenpox,STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.224012851715088,74.08061790466309
chickenpox,IT-STGCN,GConvGRU,0.28776978417266186,block,4,16,cubic,50,0.01,3.110883951187134,149.8948996067047
chickenpox,IT-STGCN,GConvLSTM,0.28776978417266186,block,4,16,cubic,50,0.01,1.1874655485153198,91.42045307159424
