dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6142250299453735,500.1796135902405
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6022470593452454,652.5807938575745
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6180120706558228,479.05109548568726
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.5995368957519531,687.5979776382446
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.5882662534713745,512.1838173866272
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.5836667418479919,665.7059514522552
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6126805543899536,523.0380778312683
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6068086624145508,652.0053458213806
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.6213375926017761,483.62612318992615
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6102185249328613,662.1908867359161
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.582931637763977,494.81378865242004
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6318391561508179,654.0109398365021
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.591330885887146,488.6514194011688
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.5854804515838623,634.4576120376587
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.5960351228713989,490.671865940094
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.5858064889907837,664.3418462276459
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.594965398311615,497.3469223976135
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.6038503646850586,665.4580297470093
wikimath,STGCN,GConvLSTM,0,,8,12,,50,0.600273609161377,459.3741190433502
wikimath,IT-STGCN,GConvLSTM,0,,8,12,,50,0.5948561429977417,677.3568415641785
