dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5073432922363281,255.78988552093506
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.088898777961731,362.01231622695923
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5399447679519653,252.4118938446045
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0970524549484253,372.79313349723816
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5640283823013306,251.5365948677063
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0976932048797607,365.1820561885834
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.551815152168274,255.69516444206238
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1117085218429565,372.0309331417084
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5523488521575928,254.1385407447815
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.116471529006958,361.66060614585876
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5051168203353882,254.08805966377258
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.101932406425476,365.2211666107178
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5376075506210327,252.27540016174316
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1092420816421509,362.83784914016724
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5590157508850098,254.43692755699158
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0582244396209717,367.84221148490906
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.554084062576294,263.6293954849243
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0772762298583984,361.5112404823303
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5425812005996704,254.8365433216095
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0594149827957153,366.1681070327759
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5174086093902588,270.37187337875366
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.070634365081787,360.6257357597351
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.6086080074310303,257.9964098930359
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0905085802078247,364.8173072338104
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5159674882888794,256.68462681770325
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0705440044403076,364.885849237442
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5369701385498047,249.52596855163574
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1107583045959473,375.9166738986969
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5259383916854858,252.54329085350037
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1335484981536865,367.54998326301575
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.4784313440322876,234.14443731307983
