dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.550873041152954,258.043221950531
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0622832775115967,367.54267287254333
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5053925514221191,265.91472864151
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.103248119354248,385.43117666244507
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.4747281074523926,250.21577668190002
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1123920679092407,405.85649061203003
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5118014812469482,277.0415189266205
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0779328346252441,365.05013513565063
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5034898519515991,255.61187958717346
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0880861282348633,382.05255937576294
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.504697561264038,263.17474699020386
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0844686031341553,517.0522692203522
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.553873896598816,245.4997136592865
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0926814079284668,448.9725980758667
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5387331247329712,248.92921209335327
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.091487169265747,436.0308973789215
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5336635112762451,268.66054677963257
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0926107168197632,528.9604210853577
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.521080732345581,262.5603175163269
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1184322834014893,360.97727632522583
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5089802742004395,259.7179915904999
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1150981187820435,383.9499247074127
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5008742809295654,256.0665819644928
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0494102239608765,379.84279203414917
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.512080192565918,312.16150760650635
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1231803894042969,400.1278827190399
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5201877355575562,254.74831557273865
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.1094194650650024,366.27399230003357
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5277693271636963,256.516544342041
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0853238105773926,370.231840133667
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5365978479385376,255.62191486358643
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0803217887878418,361.9602644443512
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.581339955329895,253.14339208602905
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0685057640075684,363.9554240703583
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.4902673959732056,250.58254313468933
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0661436319351196,364.33239555358887
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5187819004058838,252.59833478927612
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0495290756225586,359.6698842048645
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.5442864894866943,251.30091333389282
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0795978307724,365.96452713012695
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.491092324256897,251.1992335319519
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0891234874725342,382.95759081840515
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.4782397747039795,252.40213012695312
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.092117428779602,371.51457118988037
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.4818131923675537,259.0118703842163
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0658352375030518,369.0055103302002
monte,STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.4644638299942017,254.60493421554565
monte,IT-STGCN,GConvGRU,0.8,rand,4,12,nearest,50,1.0899879932403564,348.748747587204
